#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28949|s__GGB28949_SGB41655|t__SGB41655	1.21142	1.75921	0.35481	0.58423	0.03978	0.48986	2.45061	2.88308	0.32446	1.30319	0.9315	0.90162	0.0	0.0	0.0	0.0	3.44727	3.97139	0.85047	3.08579	0.75953	0.26372	0.09408	0.69698	2.27989	0.89204	0.0	0.0	0.26723	0.15182	1.41583	1.27972	0.0	0.0	1.79457	4.57418	4.34363	4.46302	4.54021	1.22723	1.48437	0.34007	0.54487	0.7313	1.18695	1.93394	0.0	4.03506
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27776|s__GGB27776_SGB40190|t__SGB40190	1.13346	1.17706	1.08622	2.12669	0.94604	1.85617	1.4839	1.72193	1.47635	1.00003	0.99302	2.37052	0.0	0.0	0.0	0.0	0.3454	1.67439	1.33112	0.85833	0.76118	0.98682	1.09097	2.9726	1.47487	1.30974	0.0	0.0	4.68085	3.37699	0.54503	0.99099	0.0	0.0	3.01184	1.32877	1.25578	2.03441	1.69323	1.98077	1.09078	0.76966	1.22893	0.82776	1.16789	1.64985	0.0	5.20111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB35895|t__SGB35895	1.0969	1.61276	1.28972	1.11183	0.07845	0.0	0.0	0.0	0.75167	0.31402	0.63971	1.62589	1.04576	1.5007	1.467	1.43996	0.13525	0.23858	0.24679	0.23258	0.80469	0.91814	0.41106	0.07002	0.06016	0.54779	2.25003	1.17203	0.03558	0.1176	0.10781	0.06923	0.6228	1.62355	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.51048	0.32849	0.48384	0.06202	0.12827	0.80384	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636|g__GGB14001|s__GGB14001_SGB21428|t__SGB21428	1.07835	1.5455	2.07854	1.24064	1.4754	2.04133	5.98964	3.39168	2.51056	2.1119	1.7726	0.45978	0.0	0.0	0.0	0.0	0.34569	0.92898	0.88467	0.79451	1.97449	2.09208	2.95289	2.16832	2.44121	4.14353	0.0	0.0	0.76828	1.69381	2.83903	1.85376	0.0	0.0	5.50873	0.99273	1.3142	2.07119	1.96394	4.89124	2.69097	1.27583	1.25533	2.27457	1.17588	3.13358	0.0	2.58102
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale|t__SGB2088	1.00979	0.74738	1.31815	0.48627	0.33913	0.48442	0.0	0.0	0.88358	0.69092	0.28025	0.07552	4.90224	0.9531	5.56833	1.49491	0.06999	0.33272	0.07205	0.20426	1.0735	1.29017	3.96538	1.45125	0.75017	2.39017	2.56468	5.26224	0.01824	0.3594	1.28068	0.39888	4.26291	2.6682	0.0	0.11208	0.41564	0.04867	0.08571	0.0	0.48156	0.54283	0.34192	0.29186	0.14804	1.10529	1.85224	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_taiwanensis|t__SGB7040	1.0078	0.47908	1.64077	1.14841	1.29059	0.32113	1.19434	0.436	1.11635	0.28901	1.05534	0.06586	1.84438	11.80074	1.95504	4.70624	1.0669	0.01174	0.00086	0.03993	0.91574	0.14784	0.54921	0.05689	0.04109	0.73462	0.0	1.62811	0.04774	0.07417	0.40276	0.4538	0.79092	1.82055	0.43446	5.2048	0.61092	2.29021	3.8857	0.87481	2.81248	0.01676	0.00518	0.62357	6.4057	2.35045	7.13593	3.3231
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__Mucispirillum_schaedleri|t__SGB19472	0.99389	0.15094	0.30421	0.70797	0.17174	0.5098	0.0	0.0	0.58474	0.36896	0.47126	0.1345	0.32798	1.09189	0.20223	0.22391	0.12741	0.0	0.0	0.0	0.06757	0.03154	0.26994	0.15948	0.16194	0.07347	0.03786	0.17463	0.89453	0.0646	0.05722	0.0123	0.05196	0.2026	0.0	0.0	0.0	0.1854	0.0	0.0	0.07268	0.32356	0.28567	0.02878	0.109	0.23169	0.35576	0.0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28903|s__GGB28903_SGB41594|t__SGB41594	0.99066	0.64992	0.2208	0.39381	0.39859	0.32929	0.07588	0.1035	0.31246	0.26603	0.09148	0.0088	0.0	0.0	0.0	0.0	2.26084	0.0536	2.2269	1.83885	0.43127	0.71369	0.00032	0.01151	0.03243	0.00585	0.0	0.0	0.01224	0.07851	0.54134	0.02151	0.0	0.0	0.00793	2.31016	1.86497	1.60428	2.31091	0.0	0.04585	0.01166	0.15067	0.28749	0.13915	0.03744	0.0	1.95646
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27792|s__GGB27792_SGB40208|t__SGB40208	0.97738	0.72092	0.65176	0.75097	0.70125	1.41332	0.51525	0.74667	0.23387	0.15857	0.77727	2.14114	0.74036	0.5492	1.2722	0.83857	0.1239	0.6229	0.805	0.5249	0.37646	0.63018	0.38841	0.93377	1.15026	0.4846	0.86098	0.90531	0.55478	0.65113	0.51166	0.16026	0.22615	0.71119	0.712	0.40435	0.52042	0.3609	0.55583	0.25948	0.19704	1.17917	0.93089	0.64103	0.4561	0.43866	0.4078	0.42204
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308|t__SGB7279	0.89893	1.08971	0.85021	1.05168	0.14233	0.47789	0.59453	0.78255	0.03052	0.04028	0.19248	0.0	0.0	0.0	0.0	0.0	0.29927	0.0	0.09175	0.11502	0.06009	0.02617	0.00743	0.26192	0.28109	0.08992	0.0	0.0	0.01238	0.01305	0.01314	0.00657	0.0	0.0	0.39277	3.14982	3.3409	3.28859	1.91946	0.46856	0.25327	0.01599	0.31011	0.01038	0.11286	0.01684	0.0	0.24556
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB43075	0.80807	0.35613	0.57318	1.10486	1.26705	0.13839	0.53063	0.36187	1.02387	1.30609	0.89209	5.97649	0.76754	1.80991	0.64546	0.5934	2.99631	0.61131	4.37081	1.57423	1.07328	0.39329	0.10118	0.10799	0.22655	0.09669	0.38458	0.23406	0.68541	0.60397	1.36576	0.65992	0.22296	0.8875	0.23451	1.15363	1.30536	1.53003	1.28981	0.19113	1.61863	0.20706	0.27631	0.81372	0.67886	1.8228	1.98736	1.04635
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388|g__GGB27866|s__GGB27866_SGB40300|t__SGB40300	0.64931	0.38537	0.41543	0.6414	1.0266	1.22402	0.61865	1.51618	1.37784	1.08323	1.40283	0.32661	0.0	0.0	0.0	0.0	0.56151	1.19735	0.73913	0.85916	1.26524	1.45462	0.26387	1.45979	1.18641	0.99068	0.0	0.0	1.35066	1.67871	0.94004	1.24725	0.0	0.0	1.01692	1.05841	1.16229	0.84707	1.10114	0.9619	1.68407	1.32751	1.73521	2.60116	1.41636	1.58614	0.0	2.3652
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28948|s__GGB28948_SGB41654|t__SGB41654	0.62798	0.39553	0.21109	0.31419	0.0	0.18015	1.59272	2.21809	0.15968	0.72235	0.53078	0.54627	0.0	0.0	0.0	0.0	2.35389	1.82759	2.07624	3.40853	0.54163	0.20734	0.20238	1.08458	1.90671	0.41376	0.0	0.0	0.22393	0.26999	1.65366	0.57894	0.0	0.0	1.6845	1.74605	1.25053	2.13571	1.55936	0.15176	1.19225	0.16907	0.22949	0.11025	1.12566	0.88275	0.0	1.53188
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28766|s__GGB28766_SGB41417|t__SGB41417	0.6078	0.76281	0.28646	0.44649	0.81822	0.19494	0.80599	1.21256	0.18076	0.41256	0.38286	0.15822	0.0	0.0	0.0	0.0	0.39266	0.13933	0.5545	1.00965	0.40173	0.42306	0.07269	0.50813	1.15734	0.16051	0.0	0.0	0.29143	0.22931	1.61306	0.79762	0.0	0.0	0.861	1.38224	0.5321	1.03091	0.93335	0.0	1.67957	0.67473	0.40098	0.53298	0.19673	0.51079	0.0	4.0121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30093|s__GGB30093_SGB43006|t__SGB43006	0.59241	0.80878	0.09609	0.12768	0.00179	1.05934	0.0	0.0	0.05588	0.28451	0.36018	0.06655	0.76274	0.52773	0.48288	0.52691	0.60005	1.07528	0.49048	0.27797	0.14133	0.13324	0.3745	0.68338	0.5861	0.30546	0.5646	0.24531	0.35062	0.22449	0.06468	0.34588	0.20003	0.43058	0.0	0.41811	1.00993	0.49982	0.59696	0.0	0.54444	0.5378	0.47029	0.77729	0.11067	0.57723	0.35834	0.0
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516|g__GGB28433|s__GGB28433_SGB41016|t__SGB41016	0.55496	0.5284	0.06287	0.18728	0.04013	0.0757	0.00357	0.06515	0.02578	0.0	0.03775	0.03771	0.0	0.0	0.0	0.0	0.02493	0.04164	0.00086	0.06761	0.01256	0.06507	0.0	0.1294	0.16386	0.05753	0.0	0.0	0.04856	0.0	0.01094	0.00925	0.0	0.0	0.01821	0.02543	0.01059	0.01283	0.0	0.0	0.00805	0.23992	0.03648	0.01059	0.11738	0.0	0.0	0.00583
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium|t__SGB40323	0.55227	0.54712	0.32882	0.65478	0.54322	0.79885	8.22835	5.14403	1.2814	0.76862	1.21543	0.8365	0.0	0.0	0.0	0.0	0.09694	0.5216	0.48608	0.50802	0.44297	0.55471	0.14551	1.24252	0.60519	0.12501	0.0	0.0	0.13325	0.4138	0.78118	0.54677	0.0	0.0	5.63257	0.0126	0.19312	0.23366	0.15966	9.58474	0.34608	1.35349	1.40633	0.44511	0.16157	0.33161	0.0	1.95979
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317|t__SGB42317	0.55154	0.57527	0.19519	0.56248	0.00995	0.2744	0.0	0.02343	0.48507	0.76525	0.53287	1.08399	0.40331	0.69464	0.33379	0.13418	0.0398	0.16053	0.19829	0.69019	0.37505	0.04068	0.00337	0.02478	0.01329	0.0	0.77024	0.0571	0.11298	0.07926	0.24773	0.06468	0.06237	0.61298	0.0	0.03129	0.05592	0.05485	0.00701	0.0	0.01379	0.0305	0.00755	0.04451	0.02299	0.19034	0.67629	0.17112
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479|g__GGB28330|s__GGB28330_SGB40904|t__SGB40904	0.54849	0.8265	0.34294	0.49989	0.42033	0.21981	0.95211	0.83432	0.60835	1.08006	1.05331	1.02274	0.82947	0.35062	0.50635	0.45435	1.62174	1.14516	3.37278	1.15372	0.60027	0.67033	0.20621	0.20904	0.42992	0.26943	1.12741	0.51033	1.23368	0.68014	0.59233	0.36466	0.28578	1.23802	0.60961	1.06866	0.84027	0.80155	0.95584	0.49969	1.13779	0.26837	0.53335	0.4705	0.60328	0.53813	0.96404	1.1714
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium_Isolate_013_NCI|t__SGB27767	0.54843	0.60625	0.79866	0.35207	0.45679	0.46645	1.59608	0.62756	0.32363	0.50729	0.94257	1.17467	0.0	0.0	0.0	0.0	0.09185	0.14532	0.0793	0.32389	0.717	0.83545	0.2074	0.30443	0.39363	0.18704	0.0	0.0	0.02458	0.08942	0.44351	0.55233	0.0	0.0	1.06004	0.07046	0.26369	0.22334	0.37223	1.44344	0.3783	0.70337	0.53496	0.2147	0.30058	0.68412	0.0	1.58068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28849|s__GGB28849_SGB41516|t__SGB41516	0.52123	0.1952	0.03126	0.27739	0.0	0.03043	0.07986	0.02092	0.02658	0.03477	0.68497	0.45977	0.55552	0.93752	0.22675	0.21472	0.07259	0.05549	0.06452	0.10153	0.04045	0.01865	0.06137	0.01197	0.16228	0.0	0.21294	0.06661	0.06432	0.01752	4.10524	0.02705	0.06936	0.49257	0.0	0.22823	0.0	1.2022	0.11229	0.0	0.08206	0.04324	0.0	0.01942	0.51437	0.38142	0.09324	0.0184
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30466|s__GGB30466_SGB43541|t__SGB43541	0.51664	1.03992	0.27797	0.51325	0.42305	0.40421	0.13613	0.34415	0.56946	0.79614	0.61053	2.32754	0.35838	0.24115	0.19118	0.02452	3.02247	2.59934	6.15752	2.41132	0.91416	0.36321	0.1013	0.49536	0.27661	0.02343	0.18715	0.02108	2.14044	0.53364	0.85592	0.1881	0.0	0.16751	0.01954	1.67383	0.8385	0.65096	0.63251	0.0	0.64039	0.34209	0.41436	0.40802	0.59807	0.34274	0.28879	0.62937
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris|t__SGB14802	0.47554	0.65889	0.51047	0.68271	6.15652	1.22165	0.62859	0.71928	0.89051	0.68918	0.50973	1.59498	0.33244	0.53215	0.46657	0.5686	0.96576	0.90185	1.54655	0.71529	1.43977	0.7955	0.41549	0.79016	0.79112	0.31839	0.09991	0.48651	5.70941	4.50051	1.09196	1.79155	0.37229	0.10541	0.69615	3.46609	1.83279	2.47386	2.5073	0.6237	1.22413	0.97448	0.97529	1.12003	1.16678	0.52742	1.0591	1.21804
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650|f__FGB9650|g__GGB28980|s__GGB28980_SGB41692|t__SGB41692	0.46836	0.33953	0.20201	0.30818	1.02235	0.28684	0.43229	1.28089	0.34205	0.41958	0.32836	0.36719	0.23487	0.22857	0.23652	0.22427	1.56702	0.57528	0.64696	0.6659	0.27401	0.12578	0.19011	0.82012	0.60074	0.17808	0.24665	0.12041	0.10119	0.03246	0.39495	0.66938	0.0646	0.35545	0.78271	2.72219	0.33768	3.48433	3.11704	0.36912	0.5953	0.38532	0.55801	0.20156	1.13757	0.45681	0.29648	0.62733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_sp_1XD21_10|t__SGB41482	0.43469	0.58149	0.28898	0.85291	0.35078	0.2431	0.38016	0.6881	0.40299	0.45991	0.35105	0.18618	0.0	0.0	0.0	0.0	1.01901	0.38858	0.19334	0.88713	0.5153	0.49973	0.51795	0.4153	0.52668	0.65292	0.0	0.0	1.16725	0.78973	0.39708	0.79732	0.0	0.0	0.73568	1.34629	1.33936	1.37179	1.12022	0.43298	0.52365	0.7494	0.55561	0.64221	1.06392	1.24567	0.0	1.2136
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28904|s__GGB28904_SGB41597|t__SGB41597	0.43235	0.18136	0.21909	3.39797	2.36614	0.37751	1.9318	3.60294	2.16605	2.18509	3.23239	7.83307	3.77711	5.6921	2.013	3.42478	20.7088	3.80839	4.09699	2.05936	1.01802	0.17362	0.52476	0.79526	3.47021	2.10339	4.33121	2.63545	0.23364	0.41348	0.63516	4.94672	1.76323	3.942	0.50481	2.00709	1.92476	1.03618	1.25028	0.08473	1.74362	3.00078	0.3649	0.7233	6.11544	2.23328	7.26977	7.26693
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28317|s__GGB28317_SGB40889|t__SGB40889	0.38729	0.48182	0.13397	0.38226	0.30967	0.13179	0.44419	0.55877	0.93761	0.57254	0.34831	1.0449	0.61444	0.36037	0.47652	0.44943	0.07827	0.48805	0.16491	0.11957	0.24622	0.13886	0.11319	0.21931	0.20742	0.16851	0.30646	0.11966	0.61928	0.13516	0.07939	0.15229	0.10021	0.40301	0.34619	0.1009	0.17326	0.18308	0.30913	0.0	0.08017	0.0496	0.04622	0.10389	0.08806	0.04718	1.10917	0.22699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24132|s__GGB24132_SGB35935|t__SGB35935	0.34621	0.3219	0.581	0.36365	0.44137	0.51708	1.18686	0.64444	0.96592	0.79322	0.72151	0.48861	0.0	0.0	0.0	0.0	0.0907	0.25493	0.20515	0.2827	0.64828	0.63062	0.10742	0.13085	0.14426	0.12137	0.0	0.0	0.02429	0.0887	0.32482	0.21728	0.0	0.0	1.97614	0.15819	0.40039	0.24305	0.14612	1.41391	0.04796	0.51489	0.42131	0.68869	0.33708	0.21403	0.0	0.7178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28851|s__GGB28851_SGB41518|t__SGB41518	0.31529	0.25795	0.34675	0.46837	0.0	0.0039	0.05835	0.45496	0.06583	0.05888	0.06095	0.00777	0.0	0.0	0.0	0.0	0.65909	1.23878	0.80794	0.62312	0.58624	0.20505	0.00191	0.0359	0.0	0.0	0.0	0.0	0.03457	0.0	0.52821	0.00989	0.0	0.0	0.12911	1.85538	0.35987	0.22109	0.06289	0.0	0.02593	0.0	0.0	0.06034	0.09731	0.00606	0.0	0.59025
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27893|s__GGB27893_SGB40327|t__SGB40327	0.31195	0.23923	0.23837	0.14779	0.02371	0.26567	0.69925	1.02444	0.21223	0.10309	0.38524	0.17845	0.0	0.0	0.0	0.0	0.00958	0.11581	0.04354	0.25279	0.08693	0.17408	0.20447	0.53719	0.56499	0.02965	0.0	0.0	0.02091	0.01363	0.17355	0.14581	0.0	0.0	1.246	0.05317	0.13288	0.03757	0.0	0.65382	0.30209	0.18995	0.06219	0.06935	0.33572	0.56034	0.0	0.39344
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Neglecta|s__Neglecta_sp_X4|t__SGB43257	0.30204	0.26953	0.22112	0.50459	0.94107	0.60509	0.01219	0.2195	0.06982	0.0	0.13175	0.12403	0.0	0.0	0.0	0.0	0.71298	0.48458	1.02976	0.15735	0.11331	0.08001	0.17844	0.31645	0.46595	0.22074	0.0	0.0	0.73521	0.18718	0.05163	0.1322	0.0	0.0	0.07972	0.35142	0.38842	0.842	0.39534	0.0	0.39059	0.63695	0.44749	0.15729	0.32572	0.08094	0.0	0.23311
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB28250|s__GGB28250_SGB40793|t__SGB40793	0.29705	0.38228	0.43048	0.23012	0.14007	0.42881	0.0	0.0	0.50068	0.45794	0.37243	0.09529	0.78913	0.72868	1.32821	1.02817	0.0761	0.27592	0.0206	0.28322	0.22495	0.29004	0.33832	0.4336	0.35903	0.3343	1.79488	1.73969	0.29757	0.38079	0.43687	0.30206	0.89233	2.04208	0.0	0.11293	0.31567	0.24132	0.27113	0.0	0.13798	0.45715	0.19275	0.25494	0.35194	0.2632	1.54728	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28945|s__GGB28945_SGB41650|t__SGB41650	0.29336	0.48937	0.19021	0.37894	0.06067	0.55162	0.35558	1.12399	0.09254	0.3772	0.90663	0.4957	0.79576	0.98982	0.55202	0.3058	2.05906	2.45485	1.68746	1.70552	0.83769	0.73289	0.25983	0.62756	2.25115	0.70226	0.78943	0.39808	0.62428	0.43285	1.26376	1.09792	0.29876	0.50875	0.93275	0.69018	1.31317	1.42201	0.58425	0.04982	2.41332	0.54977	0.42313	0.80936	1.51501	1.64268	0.64177	1.11467
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28418|s__GGB28418_SGB41001|t__SGB41001	0.29315	0.27626	0.18434	0.19399	0.0033	0.00641	0.26127	0.08337	0.12966	0.08386	0.22435	0.0861	0.0	0.0	0.0	0.0	0.05615	0.06708	0.12619	0.24893	0.08238	0.15102	0.25083	0.14705	0.03606	0.17374	0.0	0.0	0.15771	0.24768	0.01412	0.02798	0.0	0.0	0.06543	0.0532	0.04177	0.04102	0.03495	0.0	0.0	0.24932	0.14215	0.09199	0.06071	0.0	0.0	0.01984
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28382|s__GGB28382_SGB40962|t__SGB40962	0.29266	0.8036	1.06731	0.86474	0.21108	0.46392	0.0	0.0	0.08367	0.25864	0.0	0.14252	0.06559	0.40224	0.07612	0.29248	0.03373	0.74888	0.3248	0.52457	0.80461	0.82106	0.47412	0.38183	0.6465	0.46251	0.14931	0.17481	0.19511	0.0	0.0	0.14949	0.0015	0.19337	0.0	0.08159	0.10785	0.59806	0.12108	0.0	0.03695	1.79024	0.07199	0.16928	0.38671	0.06199	0.15173	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30297|s__GGB30297_SGB43261|t__SGB43261	0.23571	0.23472	0.07877	0.2531	0.34668	0.43596	0.0	0.0	0.07079	0.00449	0.06943	0.10981	0.17367	0.44551	0.13059	0.05922	0.32123	0.47296	0.69669	0.21021	0.09878	0.06946	0.10726	0.26937	0.19503	0.1206	0.01193	0.0	1.28234	0.56454	0.06035	0.18254	0.0	0.0	0.0	0.28781	0.32244	0.59817	0.43245	0.0	0.31864	0.44195	0.69587	0.39506	0.29126	0.04972	0.03311	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB29683|s__GGB29683_SGB42492|t__SGB42492	0.23241	0.12943	0.0188	0.12177	0.00044	0.0	0.0	0.0	0.40383	0.69373	0.48715	0.11363	0.81609	2.68456	0.54541	2.07718	0.37597	0.07541	0.0	0.18339	0.14985	0.02796	0.42716	0.31938	0.70034	0.30747	1.48256	0.63471	0.09284	0.03299	0.53643	0.17909	0.73134	1.53211	0.0	0.0	0.0	0.0	0.0	0.0	0.25092	0.0	0.0	0.2828	0.07198	1.06374	0.3529	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28927|s__GGB28927_SGB41625|t__SGB41625	0.22061	0.09399	0.1137	0.86543	0.23535	0.17575	0.3262	0.81184	0.1607	0.5652	0.58047	0.3913	0.0	0.0	0.0	0.0	5.16974	0.56038	0.88662	0.9516	0.21898	0.0715	0.2556	0.24221	0.51211	0.33625	0.0	0.0	0.20082	0.41456	0.26939	0.2987	0.0	0.0	0.2866	0.35494	0.585	0.27052	0.41944	0.05599	0.84476	0.42919	0.16349	0.21248	1.72236	0.23754	0.0	0.63461
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28437|s__GGB28437_SGB41020|t__SGB41020	0.21985	0.3529	0.26485	0.08757	0.33443	0.1533	0.04141	0.07206	0.28909	0.09865	0.59367	0.08649	0.0	0.02681	0.00232	0.00571	0.1055	0.02646	0.22166	0.07658	0.174	0.13284	0.03716	0.07414	0.07107	0.15403	0.0	0.0	0.25084	0.07441	0.124	0.0055	0.0	0.0	0.14888	0.03979	0.07163	0.13822	0.00854	0.0	0.04686	0.07058	0.03849	0.11595	0.10897	0.0	0.0	0.10743
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30466|s__GGB30466_SGB43544|t__SGB43544	0.2156	0.14411	0.0213	0.04575	0.22071	0.09572	0.2538	0.18404	0.06624	0.13326	0.04137	0.07184	0.0	0.0	0.0	0.0	0.10212	0.49041	0.16575	0.14286	0.09692	0.07848	0.02065	0.51349	0.54252	0.08407	0.0	0.0	0.29146	0.11422	0.08883	0.03856	0.0	0.0	0.1919	0.09597	0.08926	0.03844	0.21741	0.0	0.58242	0.02039	0.01453	0.06231	0.01854	0.28171	0.0	1.10239
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068	0.21314	0.09477	0.02628	0.2274	0.0	0.05862	0.0	0.39136	0.03067	0.0827	0.004	0.00284	0.01245	10.31364	0.05631	0.01459	0.84014	0.2499	0.18954	0.02564	0.04459	0.02096	0.0	0.0	0.06271	0.0	0.0	0.0	0.00336	0.0	0.0	0.01296	0.00936	0.0	0.0	0.0	0.0	0.01726	0.01082	0.0	0.0	0.01221	0.06802	0.05049	0.00522	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8123|o__OFGB8123|f__FGB8123|g__GGB28959|s__GGB28959_SGB41668|t__SGB41668	0.20289	0.29524	0.10714	0.23892	0.0	0.13145	0.42333	1.34354	0.1843	0.7126	0.2266	0.08942	0.0	0.0	0.0	0.0	0.25792	0.24459	0.22804	0.51934	0.19469	0.05387	0.02197	0.05422	0.1209	0.06565	0.0	0.0	0.00532	0.07456	0.30352	0.02032	0.0	0.0	0.4383	0.22962	0.16212	0.19677	0.34311	0.0	0.37526	0.00596	0.03022	0.06178	0.12266	0.46838	0.0	0.82199
