Sample	raw_count	Group	Category	Donor	feature	Cage	order	log_count	feature_size	z_count	prop_count	zprop_count
A1E02M07	48	AB	Pup	DonorB	Species	cage312	second	3.87120101090789	94	-1.83267030964863	0.51063829787234	-1.78626610461063
A1E02M08	53	AB	Pup	DonorB	Species	cage312	second	3.97029191355212	94	-1.40217728389224	0.563829787234043	-1.38301466864847
A1E03M01	69	BA	Pup	DonorB	Species	cage364	first	4.23410650459726	94	-0.0245996014717943	0.734042553191489	-0.09261007356957
A1E03M02	75	BA	Pup	DonorB	Species	cage364	first	4.31748811353631	94	0.491992029435874	0.797872340425532	0.391291649585019
A1E03M05	67	BA	Pup	DonorB	Species	cage169	first	4.20469261939097	94	-0.19679681177435	0.712765957446808	-0.253910647954433
A1E03M06	63	BA	Pup	DonorB	Species	cage169	first	4.14313472639153	94	-0.541191232379463	0.670212765957447	-0.576511796724159
A1E04M01	70	ABAB	Pup	DonorB	Species	cage33	mixed	4.24849524204936	94	0.0614990036794838	0.74468085106383	-0.0119597863771388
A1E04M02	64	ABAB	Pup	DonorB	Species	cage33	mixed	4.15888308335967	94	-0.455092627228185	0.680851063829787	-0.495861509531728
A1E04M04	61	ABAB	Pup	DonorB	Species	cage44	mixed	4.11087386417331	94	-0.713388442682019	0.648936170212766	-0.737812371109023
A1E04M05	64	ABAB	Pup	DonorB	Species	cage44	mixed	4.15888308335967	94	-0.455092627228185	0.680851063829787	-0.495861509531728
A1E04M07	66	ABAB	Pup	DonorB	Species	cage41	mixed	4.18965474202643	94	-0.282895416925628	0.702127659574468	-0.334560935146865
A1E04M08	62	ABAB	Pup	DonorB	Species	cage41	mixed	4.12713438504509	94	-0.627289837530741	0.659574468085106	-0.657162083916591
A1E09M01	60	BA	Pup	DonorB	Species	cage1	first	4.0943445622221	94	-0.799487047833297	0.638297872340426	-0.818462658301454
A1E09M02	57	BA	Pup	DonorB	Species	cage1	first	4.04305126783455	94	-1.05778286328713	0.606382978723404	-1.06041351987875
A1E09M06	58	BA	Pup	DonorB	Species	cage6	first	4.06044301054642	94	-0.971684258135853	0.617021276595745	-0.979763232686317
A1E09M07	61	BA	Pup	DonorB	Species	cage6	first	4.11087386417331	94	-0.713388442682019	0.648936170212766	-0.737812371109023
A1E10M01	55	AB	Pup	DonorB	Species	cageNC	second	4.00733318523247	94	-1.22998007358969	0.585106382978723	-1.22171409426361
A1E10M02	50	AB	Pup	DonorB	Species	cageNC	second	3.91202300542815	94	-1.66047309934608	0.531914893617021	-1.62496553022577
A1E10M04	51	AB	Pup	DonorB	Species	cage5	second	3.93182563272433	94	-1.5743744941948	0.542553191489362	-1.54431524303334
A1E10M05	47	AB	Pup	DonorB	Species	cage5	second	3.85014760171006	94	-1.91876891479991	0.5	-1.86691639180306
A1E12M01	55	ABAB	Pup	DonorB	Species	cage12	mixed	4.00733318523247	94	-1.22998007358969	0.585106382978723	-1.22171409426361
A1E12M02	52	ABAB	Pup	DonorB	Species	cage12	mixed	3.95124371858143	94	-1.48827588904352	0.553191489361702	-1.46366495584091
A1E12M05	61	ABAB	Pup	DonorB	Species	cageC	mixed	4.11087386417331	94	-0.713388442682019	0.648936170212766	-0.737812371109023
A1E12M06	60	ABAB	Pup	DonorB	Species	cageC	mixed	4.0943445622221	94	-0.799487047833297	0.638297872340426	-0.818462658301454
