Sample	feature	coverage
A1E03P1	DonB_bin_115	30.4
A1E03P1	DonB_bin_116	16.78
A1E03P1	DonB_bin_117	97.21
A1E03P1	DonB_bin_118	75.55
A1E03P1	DonB_bin_119	88.96
A1E03P1	DonB_bin_12	66.35
A1E03P1	DonB_bin_120	41.93
A1E03P1	DonB_bin_121	72.79
A1E03P1	DonB_bin_122	99.64
A1E03P1	DonB_bin_123	22.8
A1E03P1	DonB_bin_124	29.54
A1E03P1	DonB_bin_125	87.93
A1E03P1	DonB_bin_126	74.23
A1E03P1	DonB_bin_127	94.9
A1E03P1	DonB_bin_128	41.83
A1E03P1	DonB_bin_129	69.5
A1E03P1	DonB_bin_13	3.48
A1E03P1	DonB_bin_130	55.72
A1E03P1	DonB_bin_131	99.93
A1E03P1	DonB_bin_132	27.61
A1E03P1	DonB_bin_133	3.3
A1E03P1	DonB_bin_134	81.73
A1E03P1	DonB_bin_135	56.34
A1E03P1	DonB_bin_136	18.06
A1E03P1	DonB_bin_137	26.8
A1E03P1	DonB_bin_138	15.38
A1E03P1	DonB_bin_139	92.17
A1E03P1	DonB_bin_14	61.39
A1E03P1	DonB_bin_140	60.24
A1E03P1	DonB_bin_141	63.87
A1E03P1	DonB_bin_142	14.93
A1E03P1	DonB_bin_15	82.83
A1E03P1	DonB_bin_16	14.59
A1E03P1	DonB_bin_17	12.13
A1E03P1	DonB_bin_18	2.2
A1E03P1	DonB_bin_19	75.06
A1E03P1	DonB_bin_2	68.2
A1E03P1	DonB_bin_20	12.31
A1E03P1	DonB_bin_21	26.2
A1E03P1	DonB_bin_22	25.34
A1E03P1	DonB_bin_23	26.56
A1E03P1	DonB_bin_24	70.21
A1E03P1	DonB_bin_25	30.11
A1E03P1	DonB_bin_26	37.5
A1E03P1	DonB_bin_27	10.24
A1E03P1	DonB_bin_28	25.29
A1E03P1	DonB_bin_29	12.37
A1E03P1	DonB_bin_3	22.17
A1E03P1	DonB_bin_30	37.49
A1E03P1	DonB_bin_31	12.88
A1E03P1	DonB_bin_32	16.59
A1E03P1	DonB_bin_33	45.26
A1E03P1	DonB_bin_34	27.86
A1E03P1	DonB_bin_35	8.72
A1E03P1	DonB_bin_36	93.88
A1E03P1	DonB_bin_37	62.28
A1E03P1	DonB_bin_38	62.28
A1E03P1	DonB_bin_39	97.44
A1E03P1	DonB_bin_4	96.71
A1E03P1	DonB_bin_40	61.44
A1E03P1	DonB_bin_41	98.02
A1E03P1	DonB_bin_42	82.33
A1E03P1	DonB_bin_43	82.22
A1E03P1	DonB_bin_44	33.45
A1E03P1	DonB_bin_45	39.42
A1E03P1	DonB_bin_46	63.27
A1E03P1	DonB_bin_47	80.34
A1E03P1	DonB_bin_48	64.04
A1E03P1	DonB_bin_49	13.6
A1E03P1	DonB_bin_5	37.77
A1E03P1	DonB_bin_50	18.88
A1E03P1	DonB_bin_51	61.3
A1E03P1	DonB_bin_52	99.34
A1E03P1	DonB_bin_53	66.5
A1E03P1	DonB_bin_54	85.2
A1E03P1	DonB_bin_55	13.09
A1E03P1	DonB_bin_56	39.6
A1E03P1	DonB_bin_57	23.81
A1E03P1	DonB_bin_58	41.8
A1E03P1	DonB_bin_59	99.97
A1E03P1	DonB_bin_6	18.26
A1E03P1	DonB_bin_60	64.2
A1E03P1	DonB_bin_61	15.46
A1E03P1	DonB_bin_62	98.47
A1E03P1	DonB_bin_63	64.44
A1E03P1	DonB_bin_64	35.77
A1E03P1	DonB_bin_65	83.57
A1E03P1	DonB_bin_66	95.66
A1E03P1	DonB_bin_67	89.04
A1E03P1	DonB_bin_68	47.48
A1E03P1	DonB_bin_69	41.18
A1E03P1	DonB_bin_7	28.93
A1E03P1	DonB_bin_70	14.63
A1E03P1	DonB_bin_71	41.64
A1E03P1	DonB_bin_72	53.38
A1E03P1	DonB_bin_73	66.95
A1E03P1	DonB_bin_74	73.89
A1E03P1	DonB_bin_75	21.05
A1E03P1	DonB_bin_76	23.3
A1E03P1	DonB_bin_77	33.65
A1E03P1	DonB_bin_78	98.48
A1E03P1	DonB_bin_79	30.84
A1E03P1	DonB_bin_8	5.31
A1E03P1	DonB_bin_80	99.54
A1E03P1	DonB_bin_81	74.04
A1E03P1	DonB_bin_82	29.67
A1E03P1	DonB_bin_83	81.07
A1E03P1	DonB_bin_84	29.52
A1E03P1	DonB_bin_85	23.57
A1E03P1	DonB_bin_86	90.99
A1E03P1	DonB_bin_87	88.06
A1E03P1	DonB_bin_88	5.46
A1E03P1	DonB_bin_89	24.32
A1E03P1	DonB_bin_9	14.83
A1E03P1	DonB_bin_90	18.03
A1E03P1	DonB_bin_91	10.82
A1E03P1	DonB_bin_92	74.4
A1E03P1	DonB_bin_93	25.07
A1E03P1	DonB_bin_94	59.72
A1E03P1	DonB_bin_95	13.6
A1E03P1	DonB_bin_96	21.05
A1E03P1	DonB_bin_97	14.53
A1E03P1	DonB_bin_98	99.68
A1E03P1	DonB_bin_99	87.36
A1E03P2	DonA_UnBin	6.22
A1E03P2	DonA_bin_1	0.53
A1E03P2	DonA_bin_10	0.38
A1E03P2	DonA_bin_100	15.89
A1E03P2	DonA_bin_101	0.36
A1E03P2	DonA_bin_102	10.11
A1E03P2	DonA_bin_103	2.67
A1E03P2	DonA_bin_104	0.62
A1E03P2	DonA_bin_105	3.05
A1E03P2	DonA_bin_106	0.3
A1E03P2	DonA_bin_107	1.49
A1E03P2	DonA_bin_108	0.09
A1E03P2	DonA_bin_109	0.51
A1E03P2	DonA_bin_11	0.05
A1E03P2	DonA_bin_110	1.39
A1E03P2	DonA_bin_111	10.67
A1E03P2	DonA_bin_112	0.24
A1E03P2	DonA_bin_113	12.67
A1E03P2	DonA_bin_114	8.7
A1E03P2	DonA_bin_115	0.74
A1E03P2	DonA_bin_116	0.45
A1E03P2	DonA_bin_117	12.41
A1E03P2	DonA_bin_118	2.61
A1E03P2	DonA_bin_119	12.03
A1E03P2	DonA_bin_12	1.24
A1E03P2	DonA_bin_120	0.29
A1E03P2	DonA_bin_121	2.81
A1E03P2	DonA_bin_122	0.23
A1E03P2	DonA_bin_123	3.35
A1E03P2	DonA_bin_124	15.58
A1E03P2	DonA_bin_125	0.52
A1E03P2	DonA_bin_126	0.99
A1E03P2	DonA_bin_127	26.86
A1E03P2	DonA_bin_128	0.19
A1E03P2	DonA_bin_129	4.39
A1E03P2	DonA_bin_13	3.33
A1E03P2	DonA_bin_130	0.21
A1E03P2	DonA_bin_131	2.17
A1E03P2	DonA_bin_132	1.06
A1E03P2	DonA_bin_133	31.41
A1E03P2	DonA_bin_14	5.65
A1E03P2	DonA_bin_15	3.01
A1E03P2	DonA_bin_16	14.05
A1E03P2	DonA_bin_17	0.15
A1E03P2	DonA_bin_18	11.35
A1E03P2	DonA_bin_19	1.03
A1E03P2	DonA_bin_2	8.37
A1E03P2	DonA_bin_20	0.19
A1E03P2	DonA_bin_21	0.07
A1E03P2	DonA_bin_22	1.89
A1E03P2	DonA_bin_23	0.09
A1E03P2	DonA_bin_24	0.25
A1E03P2	DonA_bin_25	1.44
A1E03P2	DonA_bin_26	3.65
A1E03P2	DonA_bin_27	14.54
A1E03P2	DonA_bin_28	0.46
A1E03P2	DonA_bin_29	5.11
A1E03P2	DonA_bin_3	0.33
A1E03P2	DonA_bin_30	1.94
A1E03P2	DonA_bin_31	11.1
A1E03P2	DonA_bin_32	37.85
A1E03P2	DonA_bin_33	25.23
A1E03P2	DonA_bin_34	0.27
A1E03P2	DonA_bin_35	0.25
A1E03P2	DonA_bin_36	1.64
A1E03P2	DonA_bin_37	0.13
A1E03P2	DonA_bin_38	0.76
A1E03P2	DonA_bin_39	29.84
A1E03P2	DonA_bin_4	2.61
A1E03P2	DonA_bin_40	0.37
A1E03P2	DonA_bin_41	2.08
A1E03P2	DonA_bin_42	6.59
A1E03P2	DonA_bin_43	26.6
A1E03P2	DonA_bin_44	0.14
A1E03P2	DonA_bin_45	5.98
A1E03P2	DonA_bin_46	20.08
A1E03P2	DonA_bin_47	0.24
A1E03P2	DonA_bin_48	0.25
A1E03P2	DonA_bin_49	0.3
A1E03P2	DonA_bin_5	0.35
A1E03P2	DonA_bin_50	1.11
A1E03P2	DonA_bin_51	0.34
A1E03P2	DonA_bin_52	1.06
A1E03P2	DonA_bin_53	4.32
A1E03P2	DonA_bin_54	3.68
A1E03P2	DonA_bin_55	0.84
A1E03P2	DonA_bin_56	1.16
A1E03P2	DonA_bin_57	0.34
A1E03P2	DonA_bin_58	56.43
A1E03P2	DonA_bin_59	0.64
A1E03P2	DonA_bin_6	2.6
A1E03P2	DonA_bin_60	3.43
A1E03P2	DonA_bin_61	0.94
A1E03P2	DonA_bin_62	0.42
A1E03P2	DonA_bin_63	1.39
A1E03P2	DonA_bin_64	0.44
A1E03P2	DonA_bin_65	0.27
A1E03P2	DonA_bin_66	3
A1E03P2	DonA_bin_67	1.82
A1E03P2	DonA_bin_68	38.16
A1E03P2	DonA_bin_69	0.19
A1E03P2	DonA_bin_7	35.08
A1E03P2	DonA_bin_70	0.87
A1E03P2	DonA_bin_71	5.39
A1E03P2	DonA_bin_72	5.43
A1E03P2	DonA_bin_73	6.8
A1E03P2	DonA_bin_74	1.04
A1E03P2	DonA_bin_75	14.64
A1E03P2	DonA_bin_76	4.92
A1E03P2	DonA_bin_77	5.1
A1E03P2	DonA_bin_78	4.33
A1E03P2	DonA_bin_79	12.07
A1E03P2	DonA_bin_8	16.84
A1E03P2	DonA_bin_80	0.83
A1E03P2	DonA_bin_81	2.78
A1E03P2	DonA_bin_82	1.69
A1E03P2	DonA_bin_83	4.86
A1E03P2	DonA_bin_84	19.3
A1E03P2	DonA_bin_85	5.32
A1E03P2	DonA_bin_86	2.05
A1E03P2	DonA_bin_87	4.7
A1E03P2	DonA_bin_88	6.85
A1E03P2	DonA_bin_89	3.76
A1E03P2	DonA_bin_9	2.08
A1E03P2	DonA_bin_90	0.3
A1E03P2	DonA_bin_91	15.16
A1E03P2	DonA_bin_92	0.17
A1E03P2	DonA_bin_93	20.35
A1E03P2	DonA_bin_94	27.83
A1E03P2	DonA_bin_95	7.99
A1E03P2	DonA_bin_96	0.19
A1E03P2	DonA_bin_97	0.23
A1E03P2	DonA_bin_98	0.25
A1E03P2	DonA_bin_99	2.09
A1E03P2	DonB_UnBin	27.12
A1E03P2	DonB_bin_1	94.92
A1E03P2	DonB_bin_10	46.88
A1E03P2	DonB_bin_100	63.79
A1E03P2	DonB_bin_101	30.13
A1E03P2	DonB_bin_102	16.08
A1E03P2	DonB_bin_103	99.49
A1E03P2	DonB_bin_104	27.07
A1E03P2	DonB_bin_105	48.92
A1E03P2	DonB_bin_106	10.42
A1E03P2	DonB_bin_107	62.14
A1E03P2	DonB_bin_108	20.71
A1E03P2	DonB_bin_109	15.35
A1E03P2	DonB_bin_11	24.31
A1E03P2	DonB_bin_110	91.67
A1E03P2	DonB_bin_111	1.72
A1E03P2	DonB_bin_112	28.62
A1E03P2	DonB_bin_113	98.69
A1E03P2	DonB_bin_114	92.27
A1E03P2	DonB_bin_115	9.2
A1E03P2	DonB_bin_116	44.23
A1E03P2	DonB_bin_117	62.91
A1E03P2	DonB_bin_118	98.31
A1E03P2	DonB_bin_119	86.94
A1E03P2	DonB_bin_12	0.13
A1E03P2	DonB_bin_120	19.39
A1E03P2	DonB_bin_121	96.45
A1E03P2	DonB_bin_122	99.86
A1E03P2	DonB_bin_123	3.95
A1E03P2	DonB_bin_124	20.08
A1E03P2	DonB_bin_125	98.38
A1E03P2	DonB_bin_126	70.98
A1E03P2	DonB_bin_127	94.78
A1E03P2	DonB_bin_128	51.22
A1E03P2	DonB_bin_129	75.94
A1E03P2	DonB_bin_13	7.4
A1E03P2	DonB_bin_130	39.64
A1E03P2	DonB_bin_131	99.97
A1E03P2	DonB_bin_132	30.32
A1E03P2	DonB_bin_133	10.11
A1E03P2	DonB_bin_134	49.25
A1E03P2	DonB_bin_135	84.65
A1E03P2	DonB_bin_136	11.3
A1E03P2	DonB_bin_137	17.56
A1E03P2	DonB_bin_138	34.91
A1E03P2	DonB_bin_139	83.84
A1E03P2	DonB_bin_14	68.16
A1E03P2	DonB_bin_140	53.52
A1E03P2	DonB_bin_141	56.4
A1E03P2	DonB_bin_142	32.48
A1E03P2	DonB_bin_15	51.31
A1E03P2	DonB_bin_16	4.21
A1E03P2	DonB_bin_17	23.01
A1E03P2	DonB_bin_18	11.04
A1E03P2	DonB_bin_19	3.19
A1E03P2	DonB_bin_2	58.22
A1E03P2	DonB_bin_20	18.89
A1E03P2	DonB_bin_21	17.14
A1E03P2	DonB_bin_22	27.08
A1E03P2	DonB_bin_23	26.46
A1E03P2	DonB_bin_24	24.04
A1E03P2	DonB_bin_25	23.37
A1E03P2	DonB_bin_26	50.74
A1E03P2	DonB_bin_27	42.66
A1E03P2	DonB_bin_28	21.79
A1E03P2	DonB_bin_29	35.05
A1E03P2	DonB_bin_3	58.35
A1E03P2	DonB_bin_30	45.96
A1E03P2	DonB_bin_31	10.5
A1E03P2	DonB_bin_32	21.23
A1E03P2	DonB_bin_33	55.27
A1E03P2	DonB_bin_34	53.83
A1E03P2	DonB_bin_35	25.56
A1E03P2	DonB_bin_36	95.23
A1E03P2	DonB_bin_37	35.21
A1E03P2	DonB_bin_38	87.42
A1E03P2	DonB_bin_39	67.86
A1E03P2	DonB_bin_4	70.02
A1E03P2	DonB_bin_40	29.56
A1E03P2	DonB_bin_41	94.65
A1E03P2	DonB_bin_42	68.64
A1E03P2	DonB_bin_43	88.8
A1E03P2	DonB_bin_44	48.79
A1E03P2	DonB_bin_45	39.7
A1E03P2	DonB_bin_46	78.67
A1E03P2	DonB_bin_47	47.59
A1E03P2	DonB_bin_48	91.46
A1E03P2	DonB_bin_49	20.22
A1E03P2	DonB_bin_5	14.78
A1E03P2	DonB_bin_50	13.06
A1E03P2	DonB_bin_51	20.43
A1E03P2	DonB_bin_52	72.89
A1E03P2	DonB_bin_53	94.62
A1E03P2	DonB_bin_54	94.01
A1E03P2	DonB_bin_55	47.13
A1E03P2	DonB_bin_56	72.42
A1E03P2	DonB_bin_57	26.13
A1E03P2	DonB_bin_58	0.84
A1E03P2	DonB_bin_59	98.33
A1E03P2	DonB_bin_6	33.91
A1E03P2	DonB_bin_60	50.46
A1E03P2	DonB_bin_61	44.65
A1E03P2	DonB_bin_62	72.57
A1E03P2	DonB_bin_63	1.21
A1E03P2	DonB_bin_64	25.45
A1E03P2	DonB_bin_65	93.37
A1E03P2	DonB_bin_66	86.74
A1E03P2	DonB_bin_67	99.62
A1E03P2	DonB_bin_68	23.91
A1E03P2	DonB_bin_69	84.54
A1E03P2	DonB_bin_7	78.2
A1E03P2	DonB_bin_70	34.66
A1E03P2	DonB_bin_71	49.6
A1E03P2	DonB_bin_72	67.08
A1E03P2	DonB_bin_73	44.68
A1E03P2	DonB_bin_74	0.18
A1E03P2	DonB_bin_75	40.56
A1E03P2	DonB_bin_76	16.91
A1E03P2	DonB_bin_77	33.59
A1E03P2	DonB_bin_78	94.22
A1E03P2	DonB_bin_79	44.55
A1E03P2	DonB_bin_8	99.91
A1E03P2	DonB_bin_80	94.25
A1E03P2	DonB_bin_81	47.78
A1E03P2	DonB_bin_82	37.6
A1E03P2	DonB_bin_83	42.29
A1E03P2	DonB_bin_84	15.1
A1E03P2	DonB_bin_85	63.14
A1E03P2	DonB_bin_86	59.07
A1E03P2	DonB_bin_87	75.97
A1E03P2	DonB_bin_88	28.21
A1E03P2	DonB_bin_89	61.36
A1E03P2	DonB_bin_9	11.88
A1E03P2	DonB_bin_90	44.49
A1E03P2	DonB_bin_91	25.99
A1E03P2	DonB_bin_92	0.5
A1E03P2	DonB_bin_93	33.01
A1E03P2	DonB_bin_94	55.25
A1E03P2	DonB_bin_95	23.71
A1E03P2	DonB_bin_96	11.45
A1E03P2	DonB_bin_97	4.73
A1E03P2	DonB_bin_98	76
A1E03P2	DonB_bin_99	99.42
A1E03P3	DonA_UnBin	4.68
A1E03P3	DonA_bin_1	0.58
A1E03P3	DonA_bin_10	0.36
A1E03P3	DonA_bin_100	18.1
A1E03P3	DonA_bin_101	0.34
A1E03P3	DonA_bin_102	4.67
A1E03P3	DonA_bin_103	1.96
A1E03P3	DonA_bin_104	0.28
A1E03P3	DonA_bin_105	1.55
A1E03P3	DonA_bin_106	0.15
A1E03P3	DonA_bin_107	0.51
A1E03P3	DonA_bin_108	0.04
A1E03P3	DonA_bin_109	0.21
A1E03P3	DonA_bin_11	0.07
A1E03P3	DonA_bin_110	0.75
A1E03P3	DonA_bin_111	9.34
A1E03P3	DonA_bin_112	0.09
A1E03P3	DonA_bin_113	18.06
A1E03P3	DonA_bin_114	7.42
A1E03P3	DonA_bin_115	0.42
A1E03P3	DonA_bin_116	0.22
A1E03P3	DonA_bin_117	13.44
A1E03P3	DonA_bin_118	2.38
A1E03P3	DonA_bin_119	23.8
A1E03P3	DonA_bin_12	0.26
A1E03P3	DonA_bin_120	0.16
A1E03P3	DonA_bin_121	2.15
A1E03P3	DonA_bin_122	0.03
A1E03P3	DonA_bin_123	1.82
A1E03P3	DonA_bin_124	9.63
A1E03P3	DonA_bin_125	0.24
A1E03P3	DonA_bin_126	0.47
A1E03P3	DonA_bin_127	18.47
A1E03P3	DonA_bin_128	0.15
A1E03P3	DonA_bin_129	3.49
A1E03P3	DonA_bin_13	3.08
A1E03P3	DonA_bin_130	0.14
A1E03P3	DonA_bin_131	1.73
A1E03P3	DonA_bin_132	0.73
A1E03P3	DonA_bin_133	28.55
A1E03P3	DonA_bin_14	5.98
A1E03P3	DonA_bin_15	1.78
A1E03P3	DonA_bin_16	18.9
A1E03P3	DonA_bin_17	0.05
A1E03P3	DonA_bin_18	9.56
A1E03P3	DonA_bin_19	0.45
A1E03P3	DonA_bin_2	6.44
A1E03P3	DonA_bin_20	0.1
A1E03P3	DonA_bin_21	0.02
A1E03P3	DonA_bin_22	0.96
A1E03P3	DonA_bin_23	0.04
A1E03P3	DonA_bin_24	0.17
A1E03P3	DonA_bin_25	0.8
A1E03P3	DonA_bin_26	2.93
A1E03P3	DonA_bin_27	13.03
A1E03P3	DonA_bin_28	0.29
A1E03P3	DonA_bin_29	6.62
A1E03P3	DonA_bin_3	0.26
A1E03P3	DonA_bin_30	2.16
A1E03P3	DonA_bin_31	13.93
A1E03P3	DonA_bin_32	24.99
A1E03P3	DonA_bin_33	12.36
A1E03P3	DonA_bin_34	0.28
A1E03P3	DonA_bin_35	0.12
A1E03P3	DonA_bin_36	0.78
A1E03P3	DonA_bin_37	0.1
A1E03P3	DonA_bin_38	0.41
A1E03P3	DonA_bin_39	24.13
A1E03P3	DonA_bin_4	0.05
A1E03P3	DonA_bin_40	0.16
A1E03P3	DonA_bin_41	0.54
A1E03P3	DonA_bin_42	0.11
A1E03P3	DonA_bin_43	18.05
A1E03P3	DonA_bin_44	0.07
A1E03P3	DonA_bin_45	3.91
A1E03P3	DonA_bin_46	9.09
A1E03P3	DonA_bin_47	0.17
A1E03P3	DonA_bin_48	0.28
A1E03P3	DonA_bin_49	0.15
A1E03P3	DonA_bin_5	0.12
A1E03P3	DonA_bin_50	1.13
A1E03P3	DonA_bin_51	0.16
A1E03P3	DonA_bin_52	1.19
A1E03P3	DonA_bin_53	7.35
A1E03P3	DonA_bin_54	3.16
A1E03P3	DonA_bin_55	0.37
A1E03P3	DonA_bin_56	0.84
A1E03P3	DonA_bin_57	0.31
A1E03P3	DonA_bin_58	49.57
A1E03P3	DonA_bin_59	0.63
A1E03P3	DonA_bin_6	1.02
A1E03P3	DonA_bin_60	1.88
A1E03P3	DonA_bin_61	0.44
A1E03P3	DonA_bin_62	0.2
A1E03P3	DonA_bin_63	0.82
A1E03P3	DonA_bin_64	0.23
A1E03P3	DonA_bin_65	0.19
A1E03P3	DonA_bin_66	2.69
A1E03P3	DonA_bin_67	1.32
A1E03P3	DonA_bin_68	22.16
A1E03P3	DonA_bin_69	0.17
A1E03P3	DonA_bin_7	22.71
A1E03P3	DonA_bin_70	0.91
A1E03P3	DonA_bin_71	5.17
A1E03P3	DonA_bin_72	5.04
A1E03P3	DonA_bin_73	2.91
A1E03P3	DonA_bin_74	2.02
A1E03P3	DonA_bin_75	24.96
A1E03P3	DonA_bin_76	1.89
A1E03P3	DonA_bin_77	2.68
A1E03P3	DonA_bin_78	3.93
A1E03P3	DonA_bin_79	18.63
A1E03P3	DonA_bin_8	19.98
A1E03P3	DonA_bin_80	0.33
A1E03P3	DonA_bin_81	2.33
A1E03P3	DonA_bin_82	1.3
A1E03P3	DonA_bin_83	2.75
A1E03P3	DonA_bin_84	16.71
A1E03P3	DonA_bin_85	1.3
A1E03P3	DonA_bin_86	0.96
A1E03P3	DonA_bin_87	2.99
A1E03P3	DonA_bin_88	4.08
A1E03P3	DonA_bin_89	2.92
A1E03P3	DonA_bin_9	1.23
A1E03P3	DonA_bin_90	0.21
A1E03P3	DonA_bin_91	15.26
A1E03P3	DonA_bin_92	0.03
A1E03P3	DonA_bin_93	18.34
A1E03P3	DonA_bin_94	21.87
A1E03P3	DonA_bin_95	7.07
A1E03P3	DonA_bin_96	0.16
A1E03P3	DonA_bin_97	0.09
A1E03P3	DonA_bin_98	0.11
A1E03P3	DonA_bin_99	2.57
A1E03P3	DonB_UnBin	19.28
A1E03P3	DonB_bin_1	82.24
A1E03P3	DonB_bin_10	58.52
A1E03P3	DonB_bin_100	81.35
A1E03P3	DonB_bin_101	6.16
A1E03P3	DonB_bin_102	5.42
A1E03P3	DonB_bin_103	92.53
A1E03P3	DonB_bin_104	28.89
A1E03P3	DonB_bin_105	11.77
A1E03P3	DonB_bin_106	5.93
A1E03P3	DonB_bin_107	40.69
A1E03P3	DonB_bin_108	11.94
A1E03P3	DonB_bin_109	18.39
A1E03P3	DonB_bin_11	31.92
A1E03P3	DonB_bin_110	92.83
A1E03P3	DonB_bin_111	13.8
A1E03P3	DonB_bin_112	25.75
A1E03P3	DonB_bin_113	95.61
A1E03P3	DonB_bin_114	54.66
A1E03P3	DonB_bin_115	14.77
A1E03P3	DonB_bin_116	24.43
A1E03P3	DonB_bin_117	91.96
A1E03P3	DonB_bin_118	68.32
A1E03P3	DonB_bin_119	58.11
A1E03P3	DonB_bin_12	0.27
A1E03P3	DonB_bin_120	15.76
A1E03P3	DonB_bin_121	47.59
A1E03P3	DonB_bin_122	99.74
A1E03P3	DonB_bin_123	6.56
A1E03P3	DonB_bin_124	19.16
A1E03P3	DonB_bin_125	66.23
A1E03P3	DonB_bin_126	77.77
A1E03P3	DonB_bin_127	91.44
A1E03P3	DonB_bin_128	43.38
A1E03P3	DonB_bin_129	49.37
A1E03P3	DonB_bin_13	2.36
A1E03P3	DonB_bin_130	49.12
A1E03P3	DonB_bin_131	99.94
A1E03P3	DonB_bin_132	15.99
A1E03P3	DonB_bin_133	0.37
A1E03P3	DonB_bin_134	53.82
A1E03P3	DonB_bin_135	30.19
A1E03P3	DonB_bin_136	9.51
A1E03P3	DonB_bin_137	6.38
A1E03P3	DonB_bin_138	8.62
A1E03P3	DonB_bin_139	93.74
A1E03P3	DonB_bin_14	50.58
A1E03P3	DonB_bin_140	49
A1E03P3	DonB_bin_141	55.36
A1E03P3	DonB_bin_142	4.37
A1E03P3	DonB_bin_15	53.78
A1E03P3	DonB_bin_16	26.66
A1E03P3	DonB_bin_17	5.4
A1E03P3	DonB_bin_18	1.23
A1E03P3	DonB_bin_19	0.68
A1E03P3	DonB_bin_2	88.24
A1E03P3	DonB_bin_20	4.14
A1E03P3	DonB_bin_21	13.62
A1E03P3	DonB_bin_22	12.72
A1E03P3	DonB_bin_23	5.12
A1E03P3	DonB_bin_24	99.7
A1E03P3	DonB_bin_25	10.5
A1E03P3	DonB_bin_26	27.91
A1E03P3	DonB_bin_27	0.97
A1E03P3	DonB_bin_28	5.11
A1E03P3	DonB_bin_29	13.28
A1E03P3	DonB_bin_3	9.19
A1E03P3	DonB_bin_30	13
A1E03P3	DonB_bin_31	15.28
A1E03P3	DonB_bin_32	2.53
A1E03P3	DonB_bin_33	56.54
A1E03P3	DonB_bin_34	23.82
A1E03P3	DonB_bin_35	11.37
A1E03P3	DonB_bin_36	79.31
A1E03P3	DonB_bin_37	48.51
A1E03P3	DonB_bin_38	50.95
A1E03P3	DonB_bin_39	95.43
A1E03P3	DonB_bin_4	93.42
A1E03P3	DonB_bin_40	27.76
A1E03P3	DonB_bin_41	94.58
A1E03P3	DonB_bin_42	54.25
A1E03P3	DonB_bin_43	30.13
A1E03P3	DonB_bin_44	34.95
A1E03P3	DonB_bin_45	17.86
A1E03P3	DonB_bin_46	34.25
A1E03P3	DonB_bin_47	61.93
A1E03P3	DonB_bin_48	48.7
A1E03P3	DonB_bin_49	18.86
A1E03P3	DonB_bin_5	38.32
A1E03P3	DonB_bin_50	16.7
A1E03P3	DonB_bin_51	99.44
A1E03P3	DonB_bin_52	99
A1E03P3	DonB_bin_53	38.19
A1E03P3	DonB_bin_54	64.14
A1E03P3	DonB_bin_55	4.29
A1E03P3	DonB_bin_56	33.32
A1E03P3	DonB_bin_57	17.13
A1E03P3	DonB_bin_58	34
A1E03P3	DonB_bin_59	99.92
A1E03P3	DonB_bin_6	13.35
A1E03P3	DonB_bin_60	52.35
A1E03P3	DonB_bin_61	21
A1E03P3	DonB_bin_62	95.7
A1E03P3	DonB_bin_63	0.17
A1E03P3	DonB_bin_64	30.1
A1E03P3	DonB_bin_65	58.53
A1E03P3	DonB_bin_66	78.45
A1E03P3	DonB_bin_67	87.15
A1E03P3	DonB_bin_68	56.39
A1E03P3	DonB_bin_69	7.28
A1E03P3	DonB_bin_7	24.55
A1E03P3	DonB_bin_70	13.63
A1E03P3	DonB_bin_71	16.03
A1E03P3	DonB_bin_72	63.41
A1E03P3	DonB_bin_73	68.39
A1E03P3	DonB_bin_74	0.13
A1E03P3	DonB_bin_75	23.06
A1E03P3	DonB_bin_76	9.49
A1E03P3	DonB_bin_77	13.41
A1E03P3	DonB_bin_78	98.6
A1E03P3	DonB_bin_79	2.98
A1E03P3	DonB_bin_8	14.08
A1E03P3	DonB_bin_80	99.58
A1E03P3	DonB_bin_81	31.1
A1E03P3	DonB_bin_82	35.87
A1E03P3	DonB_bin_83	42.07
A1E03P3	DonB_bin_84	10.22
A1E03P3	DonB_bin_85	8.64
A1E03P3	DonB_bin_86	85.18
A1E03P3	DonB_bin_87	62.97
A1E03P3	DonB_bin_88	4.14
A1E03P3	DonB_bin_89	10.56
A1E03P3	DonB_bin_9	8.82
A1E03P3	DonB_bin_90	9.31
A1E03P3	DonB_bin_91	3.9
A1E03P3	DonB_bin_92	0.65
A1E03P3	DonB_bin_93	30.33
A1E03P3	DonB_bin_94	51.97
A1E03P3	DonB_bin_95	21.42
A1E03P3	DonB_bin_96	18.82
A1E03P3	DonB_bin_97	10.81
A1E03P3	DonB_bin_98	99.35
A1E03P3	DonB_bin_99	80.89
A1E03P4	DonA_UnBin	5.24
A1E03P4	DonA_bin_1	0.25
A1E03P4	DonA_bin_10	0.28
A1E03P4	DonA_bin_100	16.43
A1E03P4	DonA_bin_101	0.44
A1E03P4	DonA_bin_102	14.32
A1E03P4	DonA_bin_103	2.03
A1E03P4	DonA_bin_104	0.47
A1E03P4	DonA_bin_105	1.83
A1E03P4	DonA_bin_106	0.24
A1E03P4	DonA_bin_107	1.42
A1E03P4	DonA_bin_108	0.12
A1E03P4	DonA_bin_109	0.36
A1E03P4	DonA_bin_11	0.06
A1E03P4	DonA_bin_110	1.09
A1E03P4	DonA_bin_111	9.16
A1E03P4	DonA_bin_112	0.08
A1E03P4	DonA_bin_113	16.67
A1E03P4	DonA_bin_114	6.66
A1E03P4	DonA_bin_115	0.66
A1E03P4	DonA_bin_116	0.31
A1E03P4	DonA_bin_117	7.88
