Sample	feature	coverage
A1E04M07	DonA_bin_127	28.9
A1E04M07	DonA_bin_128	14.6
A1E04M07	DonA_bin_129	28.6
A1E04M07	DonA_bin_13	17.75
A1E04M07	DonA_bin_130	19.02
A1E04M07	DonA_bin_131	7.16
A1E04M07	DonA_bin_132	51.27
A1E04M07	DonA_bin_133	77.46
A1E04M07	DonA_bin_14	54.51
A1E04M07	DonA_bin_15	51.52
A1E04M07	DonA_bin_16	97.65
A1E04M07	DonA_bin_17	31.04
A1E04M07	DonA_bin_18	47.02
A1E04M07	DonA_bin_19	64.37
A1E04M07	DonA_bin_2	41.6
A1E04M07	DonA_bin_20	7.6
A1E04M07	DonA_bin_21	53.49
A1E04M07	DonA_bin_22	59.67
A1E04M07	DonA_bin_23	74.94
A1E04M07	DonA_bin_24	70.48
A1E04M07	DonA_bin_25	16.04
A1E04M07	DonA_bin_26	9.14
A1E04M07	DonA_bin_27	63.67
A1E04M07	DonA_bin_28	67
A1E04M07	DonA_bin_29	27.11
A1E04M07	DonA_bin_3	42.18
A1E04M07	DonA_bin_30	99.59
A1E04M07	DonA_bin_31	8.61
A1E04M07	DonA_bin_32	49.88
A1E04M07	DonA_bin_33	67.94
A1E04M07	DonA_bin_34	19.62
A1E04M07	DonA_bin_35	0.63
A1E04M07	DonA_bin_36	45.59
A1E04M07	DonA_bin_37	16.59
A1E04M07	DonA_bin_38	58.79
A1E04M07	DonA_bin_39	93.97
A1E04M07	DonA_bin_4	3.15
A1E04M07	DonA_bin_40	60.43
A1E04M07	DonA_bin_41	18.02
A1E04M07	DonA_bin_42	0.34
A1E04M07	DonA_bin_43	77.67
A1E04M07	DonA_bin_44	16.03
A1E04M07	DonA_bin_45	19.59
A1E04M07	DonA_bin_46	96.52
A1E04M07	DonA_bin_47	83.38
A1E04M07	DonA_bin_48	74.04
A1E04M07	DonA_bin_49	34.93
A1E04M07	DonA_bin_5	13.31
A1E04M07	DonA_bin_50	96.19
A1E04M07	DonA_bin_51	5.64
A1E04M07	DonA_bin_52	96.03
A1E04M07	DonA_bin_53	4.15
A1E04M07	DonA_bin_54	12.63
A1E04M07	DonA_bin_55	99.14
A1E04M07	DonA_bin_56	98.59
A1E04M07	DonA_bin_57	81.54
A1E04M07	DonA_bin_58	51.23
A1E04M07	DonA_bin_59	17.64
A1E04M07	DonA_bin_6	75
A1E04M07	DonA_bin_60	11.87
A1E04M07	DonA_bin_61	9.29
A1E04M07	DonA_bin_62	28.92
A1E04M07	DonA_bin_63	28.87
A1E04M07	DonA_bin_64	85.49
A1E04M07	DonA_bin_65	37.67
A1E04M07	DonA_bin_66	0.87
A1E04M07	DonA_bin_67	14.14
A1E04M07	DonA_bin_68	19.88
A1E04M07	DonA_bin_69	72.92
A1E04M07	DonA_bin_7	31.59
A1E04M07	DonA_bin_70	9.95
A1E04M07	DonA_bin_71	16.4
A1E04M07	DonA_bin_72	7.51
A1E04M07	DonA_bin_73	33.35
A1E04M07	DonA_bin_74	24.54
A1E04M07	DonA_bin_75	31.08
A1E04M07	DonA_bin_76	14.64
A1E04M07	DonA_bin_77	19.3
A1E04M07	DonA_bin_78	1.73
A1E04M07	DonA_bin_79	99.9
A1E04M07	DonA_bin_8	92.5
A1E04M07	DonA_bin_80	38.26
A1E04M07	DonA_bin_81	20.49
A1E04M07	DonA_bin_82	30.74
A1E04M07	DonA_bin_83	16.66
A1E04M07	DonA_bin_84	42.27
A1E04M07	DonA_bin_85	6.5
A1E04M07	DonA_bin_86	14.6
A1E04M07	DonA_bin_87	26.4
A1E04M07	DonA_bin_88	76.75
A1E04M07	DonA_bin_89	24.64
A1E04M07	DonA_bin_9	50.08
A1E04M07	DonA_bin_90	3.58
A1E04M07	DonA_bin_91	32.51
A1E04M07	DonA_bin_92	70.62
A1E04M07	DonA_bin_93	84.61
A1E04M07	DonA_bin_94	54.56
A1E04M07	DonA_bin_95	34.37
A1E04M07	DonA_bin_96	98.13
A1E04M07	DonA_bin_97	9.08
A1E04M07	DonA_bin_98	6.47
A1E04M07	DonA_bin_99	26
A1E04M07	DonB_UnBin	15.75
A1E04M07	DonB_bin_1	44.02
A1E04M07	DonB_bin_10	10.01
A1E04M07	DonB_bin_100	33.21
A1E04M07	DonB_bin_101	19.12
A1E04M07	DonB_bin_102	6.36
A1E04M07	DonB_bin_103	53.06
A1E04M07	DonB_bin_104	24.74
A1E04M07	DonB_bin_105	74.86
A1E04M07	DonB_bin_106	28.6
A1E04M07	DonB_bin_107	42.56
A1E04M07	DonB_bin_108	12.09
A1E04M07	DonB_bin_109	26.78
A1E04M07	DonB_bin_11	13.95
A1E04M07	DonB_bin_110	77.93
A1E04M07	DonB_bin_111	0.74
A1E04M07	DonB_bin_112	53.68
A1E04M07	DonB_bin_113	97.08
A1E04M07	DonB_bin_114	43.18
A1E04M07	DonB_bin_115	1.25
A1E04M07	DonB_bin_116	2.22
A1E04M07	DonB_bin_117	99.82
A1E04M07	DonB_bin_118	90.44
A1E04M07	DonB_bin_119	19.23
A1E04M07	DonB_bin_12	70.69
A1E04M07	DonB_bin_120	38.46
A1E04M07	DonB_bin_121	12.96
A1E04M07	DonB_bin_122	99.81
A1E04M07	DonB_bin_123	0.62
A1E04M07	DonB_bin_124	7.48
A1E04M07	DonB_bin_125	18.73
A1E04M07	DonB_bin_126	13.25
A1E04M07	DonB_bin_127	17.46
A1E04M07	DonB_bin_128	72.18
A1E04M07	DonB_bin_129	19.93
A1E04M07	DonB_bin_13	3.88
A1E04M07	DonB_bin_130	34.4
A1E04M07	DonB_bin_131	99.98
A1E04M07	DonB_bin_132	0.8
A1E04M07	DonB_bin_133	0.13
A1E04M07	DonB_bin_134	24.93
A1E04M07	DonB_bin_135	4.85
A1E04M07	DonB_bin_136	3.17
A1E04M07	DonB_bin_137	5.43
A1E04M07	DonB_bin_138	11.97
A1E04M07	DonB_bin_139	82.87
A1E04M07	DonB_bin_14	63.32
A1E04M07	DonB_bin_140	11.1
A1E04M07	DonB_bin_141	62.67
A1E04M07	DonB_bin_142	1.07
A1E04M07	DonB_bin_15	26.97
A1E04M07	DonB_bin_16	7.19
A1E04M07	DonB_bin_17	0.63
A1E04M07	DonB_bin_18	1.37
A1E04M07	DonB_bin_19	0.52
A1E04M07	DonB_bin_2	50.83
A1E04M07	DonB_bin_20	3.25
A1E04M07	DonB_bin_21	42.03
A1E04M07	DonB_bin_22	3.43
A1E04M07	DonB_bin_23	4.72
A1E04M07	DonB_bin_24	6.18
A1E04M07	DonB_bin_25	0.82
A1E04M07	DonB_bin_26	24.86
A1E04M07	DonB_bin_27	1.81
A1E04M07	DonB_bin_28	10.04
A1E04M07	DonB_bin_29	2.35
A1E04M07	DonB_bin_3	10.85
A1E04M07	DonB_bin_30	1.97
A1E04M07	DonB_bin_31	20.51
A1E04M07	DonB_bin_32	11.04
A1E04M07	DonB_bin_33	86.32
A1E04M07	DonB_bin_34	19.99
A1E04M07	DonB_bin_35	33.18
A1E04M07	DonB_bin_36	28.17
A1E04M07	DonB_bin_37	23.69
A1E04M07	DonB_bin_38	34.67
A1E04M07	DonB_bin_39	67.95
A1E04M07	DonB_bin_4	98.86
A1E04M07	DonB_bin_40	14.31
A1E04M07	DonB_bin_41	98.18
A1E04M07	DonB_bin_42	9.23
A1E04M07	DonB_bin_43	61.11
A1E04M07	DonB_bin_44	9.6
A1E04M07	DonB_bin_45	47.82
A1E04M07	DonB_bin_46	9.89
A1E04M07	DonB_bin_47	1.95
A1E04M07	DonB_bin_48	19.78
A1E04M07	DonB_bin_49	24.62
A1E04M07	DonB_bin_5	4.78
A1E04M07	DonB_bin_50	5.57
A1E04M07	DonB_bin_51	6.12
A1E04M07	DonB_bin_52	81.51
A1E04M07	DonB_bin_53	2.4
A1E04M07	DonB_bin_54	4.93
A1E04M07	DonB_bin_55	1.93
A1E04M07	DonB_bin_56	14.66
A1E04M07	DonB_bin_57	4.71
A1E04M07	DonB_bin_58	0.04
A1E04M07	DonB_bin_59	99.15
A1E04M07	DonB_bin_6	1.33
A1E04M07	DonB_bin_60	21.35
A1E04M07	DonB_bin_61	6.69
A1E04M07	DonB_bin_62	99.4
A1E04M07	DonB_bin_63	52.45
A1E04M07	DonB_bin_64	8.38
A1E04M07	DonB_bin_65	10.14
A1E04M07	DonB_bin_66	1.28
A1E04M07	DonB_bin_67	14.65
A1E04M07	DonB_bin_68	13.18
A1E04M07	DonB_bin_69	4.3
A1E04M07	DonB_bin_7	3.71
A1E04M07	DonB_bin_70	6.44
A1E04M07	DonB_bin_71	0.29
A1E04M07	DonB_bin_72	14.32
A1E04M07	DonB_bin_73	7.9
A1E04M07	DonB_bin_74	29.88
A1E04M07	DonB_bin_75	2.55
A1E04M07	DonB_bin_76	35.69
A1E04M07	DonB_bin_77	20.52
A1E04M07	DonB_bin_78	29.95
A1E04M07	DonB_bin_79	0.21
A1E04M07	DonB_bin_8	12.62
A1E04M07	DonB_bin_80	98.16
A1E04M07	DonB_bin_81	25.25
A1E04M07	DonB_bin_82	8.8
A1E04M07	DonB_bin_83	2.54
A1E04M07	DonB_bin_84	6.94
A1E04M07	DonB_bin_85	11.18
A1E04M07	DonB_bin_86	76.12
A1E04M07	DonB_bin_87	3.27
A1E04M07	DonB_bin_88	0.96
A1E04M07	DonB_bin_89	15.72
A1E04M07	DonB_bin_9	4.49
A1E04M07	DonB_bin_90	15.26
A1E04M07	DonB_bin_91	16.1
A1E04M07	DonB_bin_92	76.26
A1E04M07	DonB_bin_93	10.16
A1E04M07	DonB_bin_94	74.61
A1E04M07	DonB_bin_95	2.55
A1E04M07	DonB_bin_96	9.18
A1E04M07	DonB_bin_97	4.93
A1E04M07	DonB_bin_98	84.39
A1E04M07	DonB_bin_99	8.83
A1E04M08	DonA_UnBin	20.18
A1E04M08	DonA_bin_1	17.43
A1E04M08	DonA_bin_10	6.82
A1E04M08	DonA_bin_100	19.93
A1E04M08	DonA_bin_101	30.46
A1E04M08	DonA_bin_102	86.7
A1E04M08	DonA_bin_103	33.08
A1E04M08	DonA_bin_104	34.29
A1E04M08	DonA_bin_105	7.21
A1E04M08	DonA_bin_106	93.57
A1E04M08	DonA_bin_107	7.51
A1E04M08	DonA_bin_108	16.9
A1E04M08	DonA_bin_109	98.76
A1E04M08	DonA_bin_11	55.88
A1E04M08	DonA_bin_110	43.36
A1E04M08	DonA_bin_111	81.13
A1E04M08	DonA_bin_112	96.54
A1E04M08	DonA_bin_113	61.05
A1E04M08	DonA_bin_114	51.71
A1E04M08	DonA_bin_115	3.51
A1E04M08	DonA_bin_116	9.15
A1E04M08	DonA_bin_117	11.8
A1E04M08	DonA_bin_118	15.58
A1E04M08	DonA_bin_119	15.92
A1E04M08	DonA_bin_12	99.84
A1E04M08	DonA_bin_120	49.58
A1E04M08	DonA_bin_121	21.32
A1E04M08	DonA_bin_122	64.46
A1E04M08	DonA_bin_123	95.32
A1E04M08	DonA_bin_124	17.43
A1E04M08	DonA_bin_125	5.88
A1E04M08	DonA_bin_126	71.29
A1E04M08	DonA_bin_127	29.87
A1E04M08	DonA_bin_128	1.67
A1E04M08	DonA_bin_129	10.77
A1E04M08	DonA_bin_13	15.4
A1E04M08	DonA_bin_130	10.25
A1E04M08	DonA_bin_131	6.34
A1E04M08	DonA_bin_132	48.98
A1E04M08	DonA_bin_133	14.29
A1E04M08	DonA_bin_14	28.44
A1E04M08	DonA_bin_15	50.56
A1E04M08	DonA_bin_16	97.64
A1E04M08	DonA_bin_17	22.24
A1E04M08	DonA_bin_18	28.53
A1E04M08	DonA_bin_19	32.96
A1E04M08	DonA_bin_2	43.64
A1E04M08	DonA_bin_20	8.55
A1E04M08	DonA_bin_21	23.29
A1E04M08	DonA_bin_22	32.1
A1E04M08	DonA_bin_23	67.8
A1E04M08	DonA_bin_24	73.74
A1E04M08	DonA_bin_25	18.31
A1E04M08	DonA_bin_26	15.14
A1E04M08	DonA_bin_27	28.02
A1E04M08	DonA_bin_28	83.13
A1E04M08	DonA_bin_29	24.76
A1E04M08	DonA_bin_3	4.42
A1E04M08	DonA_bin_30	99.85
A1E04M08	DonA_bin_31	6.18
A1E04M08	DonA_bin_32	14.24
A1E04M08	DonA_bin_33	27.51
A1E04M08	DonA_bin_34	10.44
A1E04M08	DonA_bin_35	0.61
A1E04M08	DonA_bin_36	40.93
A1E04M08	DonA_bin_37	31.45
A1E04M08	DonA_bin_38	70.51
A1E04M08	DonA_bin_39	71.91
A1E04M08	DonA_bin_4	3.63
A1E04M08	DonA_bin_40	63.34
A1E04M08	DonA_bin_41	13.39
A1E04M08	DonA_bin_42	0.2
A1E04M08	DonA_bin_43	12.3
A1E04M08	DonA_bin_44	22.28
A1E04M08	DonA_bin_45	7.28
A1E04M08	DonA_bin_46	99.79
A1E04M08	DonA_bin_47	85.23
A1E04M08	DonA_bin_48	85.21
A1E04M08	DonA_bin_49	78.38
A1E04M08	DonA_bin_5	14.79
A1E04M08	DonA_bin_50	97.55
A1E04M08	DonA_bin_51	5.15
A1E04M08	DonA_bin_52	96.34
A1E04M08	DonA_bin_53	6.09
A1E04M08	DonA_bin_54	14.11
A1E04M08	DonA_bin_55	99.43
A1E04M08	DonA_bin_56	99.77
A1E04M08	DonA_bin_57	87.8
A1E04M08	DonA_bin_58	53.82
A1E04M08	DonA_bin_59	17.7
A1E04M08	DonA_bin_6	13.95
A1E04M08	DonA_bin_60	5.08
A1E04M08	DonA_bin_61	14.97
A1E04M08	DonA_bin_62	13.53
A1E04M08	DonA_bin_63	15.64
A1E04M08	DonA_bin_64	67.83
A1E04M08	DonA_bin_65	29.53
A1E04M08	DonA_bin_66	2.17
A1E04M08	DonA_bin_67	11.08
A1E04M08	DonA_bin_68	12.09
A1E04M08	DonA_bin_69	80.39
A1E04M08	DonA_bin_7	17.72
A1E04M08	DonA_bin_70	4.24
A1E04M08	DonA_bin_71	10.39
A1E04M08	DonA_bin_72	7.41
A1E04M08	DonA_bin_73	30.16
A1E04M08	DonA_bin_74	34.64
A1E04M08	DonA_bin_75	24.1
A1E04M08	DonA_bin_76	8.43
A1E04M08	DonA_bin_77	6.91
A1E04M08	DonA_bin_78	3.53
A1E04M08	DonA_bin_79	99.92
A1E04M08	DonA_bin_8	94.24
A1E04M08	DonA_bin_80	38.14
A1E04M08	DonA_bin_81	12.51
A1E04M08	DonA_bin_82	8.38
A1E04M08	DonA_bin_83	9.93
A1E04M08	DonA_bin_84	37.21
A1E04M08	DonA_bin_85	7.53
A1E04M08	DonA_bin_86	8.8
A1E04M08	DonA_bin_87	18.14
A1E04M08	DonA_bin_88	83.22
A1E04M08	DonA_bin_89	16.43
A1E04M08	DonA_bin_9	54.58
A1E04M08	DonA_bin_90	2.68
A1E04M08	DonA_bin_91	23.75
A1E04M08	DonA_bin_92	86.5
A1E04M08	DonA_bin_93	90.91
A1E04M08	DonA_bin_94	37.93
A1E04M08	DonA_bin_95	24.17
A1E04M08	DonA_bin_96	97.89
A1E04M08	DonA_bin_97	7.1
A1E04M08	DonA_bin_98	7.36
A1E04M08	DonA_bin_99	15.04
A1E04M08	DonB_UnBin	13.41
A1E04M08	DonB_bin_1	25.37
A1E04M08	DonB_bin_10	10.59
A1E04M08	DonB_bin_100	41.55
A1E04M08	DonB_bin_101	15.67
A1E04M08	DonB_bin_102	2.11
A1E04M08	DonB_bin_103	20.56
A1E04M08	DonB_bin_104	12.72
A1E04M08	DonB_bin_105	75.98
A1E04M08	DonB_bin_106	25.03
A1E04M08	DonB_bin_107	8.04
A1E04M08	DonB_bin_108	5.93
A1E04M08	DonB_bin_109	25.3
A1E04M08	DonB_bin_11	14.37
A1E04M08	DonB_bin_110	86.49
A1E04M08	DonB_bin_111	0.36
A1E04M08	DonB_bin_112	41.87
A1E04M08	DonB_bin_113	97.15
A1E04M08	DonB_bin_114	6.25
A1E04M08	DonB_bin_115	1.37
A1E04M08	DonB_bin_116	2.05
A1E04M08	DonB_bin_117	99.87
A1E04M08	DonB_bin_118	74.14
A1E04M08	DonB_bin_119	10.9
A1E04M08	DonB_bin_12	79.58
A1E04M08	DonB_bin_120	38.12
A1E04M08	DonB_bin_121	8.27
A1E04M08	DonB_bin_122	99.85
A1E04M08	DonB_bin_123	7.29
A1E04M08	DonB_bin_124	2.87
A1E04M08	DonB_bin_125	7.22
A1E04M08	DonB_bin_126	12.97
A1E04M08	DonB_bin_127	31.63
A1E04M08	DonB_bin_128	57.99
A1E04M08	DonB_bin_129	9
A1E04M08	DonB_bin_13	4.49
A1E04M08	DonB_bin_130	24.33
A1E04M08	DonB_bin_131	99.95
A1E04M08	DonB_bin_132	0.72
A1E04M08	DonB_bin_133	0.03
A1E04M08	DonB_bin_134	21.03
A1E04M08	DonB_bin_135	3.29
A1E04M08	DonB_bin_136	2.4
A1E04M08	DonB_bin_137	1.79
A1E04M08	DonB_bin_138	10.89
A1E04M08	DonB_bin_139	83.91
A1E04M08	DonB_bin_14	62.68
A1E04M08	DonB_bin_140	7.83
A1E04M08	DonB_bin_141	56.14
A1E04M08	DonB_bin_142	0.65
A1E04M08	DonB_bin_15	22.88
A1E04M08	DonB_bin_16	9.61
A1E04M08	DonB_bin_17	1.07
A1E04M08	DonB_bin_18	0.93
A1E04M08	DonB_bin_19	0.38
A1E04M08	DonB_bin_2	69.78
A1E04M08	DonB_bin_20	3.21
A1E04M08	DonB_bin_21	38.28
A1E04M08	DonB_bin_22	2.1
A1E04M08	DonB_bin_23	4.51
A1E04M08	DonB_bin_24	6.41
A1E04M08	DonB_bin_25	0.65
A1E04M08	DonB_bin_26	1.65
A1E04M08	DonB_bin_27	1.33
A1E04M08	DonB_bin_28	3.42
A1E04M08	DonB_bin_29	1.94
A1E04M08	DonB_bin_3	4.43
A1E04M08	DonB_bin_30	0.97
A1E04M08	DonB_bin_31	12.99
A1E04M08	DonB_bin_32	7.11
A1E04M08	DonB_bin_33	73.96
A1E04M08	DonB_bin_34	15.35
A1E04M08	DonB_bin_35	28.22
A1E04M08	DonB_bin_36	12.14
A1E04M08	DonB_bin_37	28.53
A1E04M08	DonB_bin_38	50.08
A1E04M08	DonB_bin_39	71.12
A1E04M08	DonB_bin_4	98.87
A1E04M08	DonB_bin_40	8.63
A1E04M08	DonB_bin_41	98.6
A1E04M08	DonB_bin_42	6.72
A1E04M08	DonB_bin_43	55.45
A1E04M08	DonB_bin_44	5.29
A1E04M08	DonB_bin_45	30.56
A1E04M08	DonB_bin_46	6.36
A1E04M08	DonB_bin_47	4.68
A1E04M08	DonB_bin_48	6.39
A1E04M08	DonB_bin_49	21.11
A1E04M08	DonB_bin_5	10.01
A1E04M08	DonB_bin_50	10.12
A1E04M08	DonB_bin_51	6.59
A1E04M08	DonB_bin_52	89.93
A1E04M08	DonB_bin_53	0.84
A1E04M08	DonB_bin_54	7.49
A1E04M08	DonB_bin_55	1.56
A1E04M08	DonB_bin_56	10.78
A1E04M08	DonB_bin_57	4.71
A1E04M08	DonB_bin_58	0.04
A1E04M08	DonB_bin_59	99.5
A1E04M08	DonB_bin_6	1.03
A1E04M08	DonB_bin_60	20.94
A1E04M08	DonB_bin_61	4.02
A1E04M08	DonB_bin_62	99.27
A1E04M08	DonB_bin_63	72.49
A1E04M08	DonB_bin_64	5.75
A1E04M08	DonB_bin_65	9.09
A1E04M08	DonB_bin_66	0.99
A1E04M08	DonB_bin_67	26.06
A1E04M08	DonB_bin_68	10.15
A1E04M08	DonB_bin_69	0.18
A1E04M08	DonB_bin_7	1.8
A1E04M08	DonB_bin_70	5.9
A1E04M08	DonB_bin_71	0.2
A1E04M08	DonB_bin_72	14.29
A1E04M08	DonB_bin_73	5.88
A1E04M08	DonB_bin_74	23.42
A1E04M08	DonB_bin_75	1.62
A1E04M08	DonB_bin_76	16.55
A1E04M08	DonB_bin_77	6.08
A1E04M08	DonB_bin_78	30.06
A1E04M08	DonB_bin_79	0.13
A1E04M08	DonB_bin_8	9.49
A1E04M08	DonB_bin_80	98.58
A1E04M08	DonB_bin_81	7.73
A1E04M08	DonB_bin_82	10.25
A1E04M08	DonB_bin_83	2.65
A1E04M08	DonB_bin_84	6.09
A1E04M08	DonB_bin_85	3.77
A1E04M08	DonB_bin_86	59.08
A1E04M08	DonB_bin_87	2.2
A1E04M08	DonB_bin_88	0.62
A1E04M08	DonB_bin_89	6.51
A1E04M08	DonB_bin_9	2.54
A1E04M08	DonB_bin_90	3.77
A1E04M08	DonB_bin_91	12.26
A1E04M08	DonB_bin_92	84.7
A1E04M08	DonB_bin_93	4.65
A1E04M08	DonB_bin_94	67.18
A1E04M08	DonB_bin_95	0.72
A1E04M08	DonB_bin_96	5.5
A1E04M08	DonB_bin_97	3.49
A1E04M08	DonB_bin_98	91.72
A1E04M08	DonB_bin_99	2.22
A1E04P1	DonA_UnBin	16.18
A1E04P1	DonA_bin_1	32.46
A1E04P1	DonA_bin_10	5.84
A1E04P1	DonA_bin_100	47.77
A1E04P1	DonA_bin_101	42.27
A1E04P1	DonA_bin_102	53.8
A1E04P1	DonA_bin_103	16.19
A1E04P1	DonA_bin_104	32.65
A1E04P1	DonA_bin_105	7.17
A1E04P1	DonA_bin_106	40.77
A1E04P1	DonA_bin_107	3.88
A1E04P1	DonA_bin_108	9.38
A1E04P1	DonA_bin_109	97.57
A1E04P1	DonA_bin_11	28.57
A1E04P1	DonA_bin_110	16.63
A1E04P1	DonA_bin_111	81.6
A1E04P1	DonA_bin_112	23.94
A1E04P1	DonA_bin_113	25.71
A1E04P1	DonA_bin_114	52.35
A1E04P1	DonA_bin_115	5.54
A1E04P1	DonA_bin_116	7.16
A1E04P1	DonA_bin_117	7.4
A1E04P1	DonA_bin_118	19.5
A1E04P1	DonA_bin_119	62.28
A1E04P1	DonA_bin_12	83.43
A1E04P1	DonA_bin_120	29.87
A1E04P1	DonA_bin_121	6.05
A1E04P1	DonA_bin_122	23.06
A1E04P1	DonA_bin_123	48.75
A1E04P1	DonA_bin_124	13.53
A1E04P1	DonA_bin_125	7.49
A1E04P1	DonA_bin_126	1.76
A1E04P1	DonA_bin_127	16.67
A1E04P1	DonA_bin_128	0.89
A1E04P1	DonA_bin_129	14.26
A1E04P1	DonA_bin_13	7.31
A1E04P1	DonA_bin_130	12.78
A1E04P1	DonA_bin_131	3.14
A1E04P1	DonA_bin_132	64.31
A1E04P1	DonA_bin_133	15.63
A1E04P1	DonA_bin_14	38
A1E04P1	DonA_bin_15	62.69
A1E04P1	DonA_bin_16	97.13
A1E04P1	DonA_bin_17	25.01
A1E04P1	DonA_bin_18	37.04
A1E04P1	DonA_bin_19	2.75
A1E04P1	DonA_bin_2	49.26
A1E04P1	DonA_bin_20	9.75
A1E04P1	DonA_bin_21	19.12
A1E04P1	DonA_bin_22	3.36
A1E04P1	DonA_bin_23	18.2
A1E04P1	DonA_bin_24	21.45
A1E04P1	DonA_bin_25	1.65
A1E04P1	DonA_bin_26	19.4
A1E04P1	DonA_bin_27	13.88
A1E04P1	DonA_bin_28	2.71
A1E04P1	DonA_bin_29	11.21
A1E04P1	DonA_bin_3	6.65
A1E04P1	DonA_bin_30	80.3
A1E04P1	DonA_bin_31	5.69
A1E04P1	DonA_bin_32	37.24
A1E04P1	DonA_bin_33	50.9
A1E04P1	DonA_bin_34	19.2
A1E04P1	DonA_bin_35	0.81
A1E04P1	DonA_bin_36	8.19
A1E04P1	DonA_bin_37	33.41
A1E04P1	DonA_bin_38	26.84
A1E04P1	DonA_bin_39	51.09
A1E04P1	DonA_bin_4	6.02
A1E04P1	DonA_bin_40	62.39
A1E04P1	DonA_bin_41	12.99
A1E04P1	DonA_bin_42	0.05
A1E04P1	DonA_bin_43	17.21
A1E04P1	DonA_bin_44	0.21
A1E04P1	DonA_bin_45	13.75
A1E04P1	DonA_bin_46	62.12
A1E04P1	DonA_bin_47	78.44
A1E04P1	DonA_bin_48	85.72
A1E04P1	DonA_bin_49	54.86
A1E04P1	DonA_bin_5	3.7
A1E04P1	DonA_bin_50	98.63
A1E04P1	DonA_bin_51	2.57
A1E04P1	DonA_bin_52	92.91
A1E04P1	DonA_bin_53	51.21
A1E04P1	DonA_bin_54	15.26
A1E04P1	DonA_bin_55	84.03
A1E04P1	DonA_bin_56	99.95
A1E04P1	DonA_bin_57	33.86
A1E04P1	DonA_bin_58	94.81
A1E04P1	DonA_bin_59	5.51
A1E04P1	DonA_bin_6	16.38
A1E04P1	DonA_bin_60	8.5
A1E04P1	DonA_bin_61	2.05
A1E04P1	DonA_bin_62	6.69
A1E04P1	DonA_bin_63	31.61
A1E04P1	DonA_bin_64	74.12
A1E04P1	DonA_bin_65	38.06
A1E04P1	DonA_bin_66	0.92
A1E04P1	DonA_bin_67	11.3
A1E04P1	DonA_bin_68	9.82
A1E04P1	DonA_bin_69	32.71
A1E04P1	DonA_bin_7	31.87
A1E04P1	DonA_bin_70	1.24
A1E04P1	DonA_bin_71	22.41
A1E04P1	DonA_bin_72	4.28
A1E04P1	DonA_bin_73	12.24
A1E04P1	DonA_bin_74	33.96
A1E04P1	DonA_bin_75	66.62
A1E04P1	DonA_bin_76	7.08
A1E04P1	DonA_bin_77	9.72
A1E04P1	DonA_bin_78	1.66
A1E04P1	DonA_bin_79	96.25
A1E04P1	DonA_bin_8	91.04
A1E04P1	DonA_bin_80	12.91
A1E04P1	DonA_bin_81	6.55
A1E04P1	DonA_bin_82	12.1
A1E04P1	DonA_bin_83	25.49
A1E04P1	DonA_bin_84	34.47
A1E04P1	DonA_bin_85	0.95
A1E04P1	DonA_bin_86	14.19
A1E04P1	DonA_bin_87	10.18
A1E04P1	DonA_bin_88	83.46
A1E04P1	DonA_bin_89	7.26
A1E04P1	DonA_bin_9	15.13
A1E04P1	DonA_bin_90	2.55
A1E04P1	DonA_bin_91	24.92
A1E04P1	DonA_bin_92	24.88
A1E04P1	DonA_bin_93	5.12
A1E04P1	DonA_bin_94	49.87
A1E04P1	DonA_bin_95	27.99
A1E04P1	DonA_bin_96	16
A1E04P1	DonA_bin_97	10.72
A1E04P1	DonA_bin_98	1.23
A1E04P1	DonA_bin_99	26.6
A1E04P1	DonB_UnBin	11.43
A1E04P1	DonB_bin_1	38.49
A1E04P1	DonB_bin_10	10.71
A1E04P1	DonB_bin_100	43.06
A1E04P1	DonB_bin_101	6.5
A1E04P1	DonB_bin_102	1.62
A1E04P1	DonB_bin_103	42.15
A1E04P1	DonB_bin_104	8.59
A1E04P1	DonB_bin_105	56.83
A1E04P1	DonB_bin_106	25.87
A1E04P1	DonB_bin_107	2.18
A1E04P1	DonB_bin_108	6.58
A1E04P1	DonB_bin_109	11.92
A1E04P1	DonB_bin_11	7.5
A1E04P1	DonB_bin_110	57.86
A1E04P1	DonB_bin_111	0.42
A1E04P1	DonB_bin_112	11.65
A1E04P1	DonB_bin_113	48.83
A1E04P1	DonB_bin_114	1.79
A1E04P1	DonB_bin_115	1.3
A1E04P1	DonB_bin_116	6.06
A1E04P1	DonB_bin_117	99.64
A1E04P1	DonB_bin_118	90.87
A1E04P1	DonB_bin_119	21.8
A1E04P1	DonB_bin_12	92.43
A1E04P1	DonB_bin_120	13.44
A1E04P1	DonB_bin_121	7.08
A1E04P1	DonB_bin_122	99.66
A1E04P1	DonB_bin_123	34.04
A1E04P1	DonB_bin_124	1.09
A1E04P1	DonB_bin_125	5.95
A1E04P1	DonB_bin_126	17.31
A1E04P1	DonB_bin_127	4.98
A1E04P1	DonB_bin_128	43.99
A1E04P1	DonB_bin_129	6.07
A1E04P1	DonB_bin_13	4.83
A1E04P1	DonB_bin_130	16.93
A1E04P1	DonB_bin_131	99.89
A1E04P1	DonB_bin_132	0.32
A1E04P1	DonB_bin_133	0.06
A1E04P1	DonB_bin_134	20.85
A1E04P1	DonB_bin_135	1.38
A1E04P1	DonB_bin_136	0.68
A1E04P1	DonB_bin_137	0.68
