A1E03P4	A1E12M02	0.04736397063613334
A1E03P4	A1E12M06	0.07351907833840658
A1E03P4	A1E04M02	0.038918272442048665
A1E03P4	A1E04P1	0.04574141629443431
A1E03P4	A1E12M01	0.04940200833087272
A1E03P4	A1E04P4	0.11127527715905454
A1E03P4	A1E12M05	0.04132423636106122
A1E03P4	Wild116	3.017381291886828e-06
A1E03P4	A1E04M07	0.05980119739406396
A1E03P4	A1E09M01	0.06168459779460865
A1E03P4	A1E09M02	4.023175055849104e-06
A1E03P4	A1E04P2	0.02444129094236402
A1E03P4	A1E04M04	0.046925924987993146
A1E12M02	A1E12M06	0.07413611643067171
A1E12M02	A1E12M05	0.0886872012034306
A1E12M02	Wild116	0.047365982223661264
A1E12M06	Wild116	0.07352108992593448
A1E04M02	A1E12M02	0.08628023149065407
A1E04M02	A1E12M06	0.11243533919292732
A1E04M02	A1E04P1	0.08465868294271901
A1E04M02	A1E12M01	0.08831927497915742
A1E04M02	A1E04P4	0.15019254380733923
A1E04M02	A1E12M05	0.08024150300934592
A1E04M02	Wild116	0.038920284029576584
A1E04M02	A1E04M07	0.09871846404234867
A1E04M02	A1E09M01	0.10060186444289335
A1E04M02	A1E09M02	0.03892128982334055
A1E04M02	A1E04P2	0.06335855759064873
A1E04M02	A1E04M04	0.08584319163627784
A1E04P1	A1E12M02	0.0931043811368037
A1E04P1	A1E12M06	0.11925948883907693
A1E04P1	A1E12M01	0.09514040724401514
A1E04P1	A1E04P4	0.15701468186596096
A1E04P1	A1E12M05	0.08706364106796761
A1E04P1	Wild116	0.04574242208819828
A1E04P1	A1E09M01	0.10742400250151504
A1E04P1	A1E09M02	0.04574342788196224
A1E04P1	A1E04P2	0.07018069564927042
A1E12M01	A1E12M02	0.0967649731732421
A1E12M01	A1E12M06	0.12292008087551533
A1E12M01	A1E12M05	0.09072423310440601
A1E12M01	Wild116	0.049403014124636685
A1E02M07	A1E03P4	0.014783209179118021
A1E02M07	A1E12M02	0.06214617402148741
A1E02M07	A1E12M06	0.08830128172376063
A1E02M07	A1E04M02	0.05370047582740272
A1E02M07	A1E04P1	0.06052160809226045
A1E02M07	A1E12M01	0.03461980494551866
A1E02M07	A1E04P4	0.12605647475064466
A1E02M07	A1E12M05	0.05610543395265132
A1E02M07	Wild116	0.014784214972881984
A1E02M07	A1E03M01	0.049333794211796456
A1E02M07	A1E04M07	0.07458239498565405
A1E02M07	A1E09M01	0.07646579538619874
A1E02M07	A1E09M02	0.014785220766645945
A1E02M07	A1E04P2	0.03922248853395412
A1E02M07	A1E03P1	0.014784214972881984
A1E02M07	A1E03M05	0.04592974996558979
A1E02M07	A1E03M06	0.32697407489117497
A1E02M07	A1E02M08	0.11208873802348429
A1E02M07	A1E04M04	0.06170712257958324
A1E04P4	A1E12M02	0.15863824200142393
A1E04P4	A1E12M06	0.18479334970369715
A1E04P4	A1E12M01	0.16067527390239933
A1E04P4	A1E12M05	0.06995204659175729
A1E04P4	Wild116	0.11127326557152661
A1E04P4	A1E09M01	0.17295585177860734
A1E04P4	A1E09M02	0.11127527715905453
A1E12M05	A1E12M06	0.11484230890570381
A1E12M05	Wild116	0.0413222247735333
A1E03M01	A1E03P4	0.03455259662020636
A1E03M01	A1E12M02	0.08191556146257573
A1E03M01	A1E12M06	0.10807066916484895
A1E03M01	A1E04M02	0.07346986326849106
A1E03M01	A1E04P1	0.08029200132711276
A1E03M01	A1E12M01	0.08395259336355115
A1E03M01	A1E04P4	0.14582385060420505
A1E03M01	A1E12M05	0.07587280980621174
A1E03M01	Wild116	0.0345515908264424
A1E03M01	A1E04M07	0.02524960656762156
