A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
A1E04M07.mp.profile	13.5993367773198	14.7789643101406	13.0759677244942	16.2522765283509	17.8076355608691	14.4505887244959	15.0817492017104	18.7183789493202	14.7324175476726	15.5843773166163	17.5900694447195	20.233359921161	22.0156847907262	21.8416033548346	17.703840325592	18.6522791167395	21.8749305613128	16.3932419237342	20.7747810326843	16.1841037167685	0	11.7843871967757	18.5504660339597	15.8653139918143	17.8062897550295	16.7233468448147	19.2850540463623	16.2941000034427	20.0609624462933	16.3733331285228	15.6983453716644	15.7756098784613	15.1792261903211	18.9582200323223	16.5544449519625	19.3743412298694	16.2462938068392	16.5287178523349	16.8455001311559	12.9711148983344	18.5367004497558	17.6505710556047	17.1325629049711	15.6763033077572	16.8915838032265	16.8582664282159	21.8123311845774	21.4953500169344
A1E04M08.mp.profile	13.6988611785891	14.1634588842314	10.8401170382517	16.1562171031884	17.7668249544938	12.6361077781664	15.0221435572689	19.1969704893136	16.0929988680073	17.3341336280878	19.6549453350966	20.5520784584386	22.6185717915461	22.9000884205699	18.3931952859473	18.8680369820649	23.8834587266969	16.9080958670536	21.8957639064433	16.9594337279321	11.7843871967757	0	16.2763926170169	14.447371578073	16.969320210078	15.4438966526978	19.2892216156977	16.1249912252258	19.5760160837927	15.907140124311	16.7929837230967	14.8842308290745	15.3264367134077	19.0334629468666	16.0381654195865	21.1485120767209	17.2167146394516	18.626493022918	18.3052243958131	12.3968413352954	20.0702737630778	15.4481739260987	14.4734672711087	15.2370225636545	17.7629716251079	16.971663894613	22.8709296511413	22.4677195798681
A1E04P1.mp.profile	18.726655045758	19.7459913920944	16.8148644350729	18.3105518596541	21.2798241172646	16.2731797112264	18.005784739565	21.8774448599343	17.8052909674106	19.4848190035608	20.625101370975	21.3304007136959	23.3510385142618	23.2841156630895	18.8547238114871	19.3807354617586	26.5566696515094	21.1952497360116	25.8358646659356	21.9949045782388	18.5504660339597	16.2763926170169	0	14.9324795065305	17.9222879155093	12.6639547798087	21.2781074794468	17.3748499827899	21.9320629652105	20.4338192155497	21.4961520356345	16.5610171526619	17.3178530262867	20.7377622888214	18.372012187779	24.9153598313873	22.119236094617	22.7246720698364	21.4303756799342	16.2623633434682	19.6211970015396	16.9574879284624	18.3850201585111	19.1634369041557	19.8453859133587	17.031741955574	24.9052100254526	26.0469815478609
A1E04P2.mp.profile	16.2389389175358	17.1449583756698	15.5233766281732	17.578600064865	18.9938416858067	13.9784703684363	15.3528018545206	18.2687390776001	16.322629655889	18.2783325060517	19.5589990911713	20.350624193681	21.8218575250667	22.5372757658088	17.3874937586289	18.8818065850198	23.4811882807876	15.9292856826632	21.5885260113842	17.8861301156874	15.8653139918143	14.447371578073	14.9324795065305	0	11.130054546673	15.1534076032465	18.8504710279505	15.8295642959203	19.5492075460873	17.8315276521794	18.118729726094	14.9883647580276	15.8022172386795	19.2452557962109	14.1879519469736	20.1427786264833	16.7157626584936	17.917652723501	16.9714035602998	12.7861696181599	17.1184535740115	17.1003559962088	16.0108528173291	16.03636200962	17.5582628490692	17.3455500420971	22.7467257433199	22.0757775885092
A1E04P3.mp.profile	17.3304864050579	19.2143259239292	17.5663744256218	18.399928775959	21.5252783482543	16.1138713595708	16.0332013820118	17.3382530348572	18.7369512240202	19.3390056640965	19.3995424383269	21.1400995448818	22.5079374541089	22.4697715237122	17.8700560355221	18.8463341435533	22.3826624420956	14.3193448532308	20.9623547625598	16.9195004753566	17.8062897550295	16.969320210078	17.9222879155093	11.130054546673	0	16.5997791161585	19.4651950796046	16.6824686446651	21.4082051499525	20.2684417864643	18.8532318671377	17.5468309086382	17.3373853746559	18.8385338781026	14.8832545263571	21.5251385763128	17.5913473051638	18.7795043437764	17.8796314213337	15.1281039573413	16.5839958003771	18.6052092154222	19.1058093680248	18.7323213296177	17.3351166493457	17.9547727435088	23.7288731012853	22.109358313285
A1E04P4.mp.profile	16.8027509535554	18.0404186097803	14.5334619039824	15.7635259043257	20.9709873055163	15.9923080098981	16.0775171092267	19.8562771135291	16.5857639269838	17.1783333684406	18.4529304764691	20.0934144282849	20.6487157434939	20.692332851736	16.0838990679713	16.3637215807681	23.6612064790816	18.4622156936512	23.670101389345	19.2639080526171	16.7233468448147	15.4438966526978	12.6639547798087	15.1534076032465	16.5997791161585	0	18.2537049678717	13.6263264375317	22.1418874157725	19.3826043560771	19.9103807266028	17.1099165484105	14.4075461189392	17.3136499622065	15.855704329247	22.1575900462207	18.9203586604527	20.5209670536289	19.3383248937219	15.0207620228273	18.8609870997593	17.2999999255419	18.1198685132104	18.0637417137391	18.2349419791501	15.450983802651	22.303105259087	23.8459224474031
A1E09F1.mp.profile	18.2078363024093	20.7643230946667	17.8282130118135	18.596323696731	23.3965229775917	18.7579205215096	16.968645958402	18.6179829974371	19.9099920657075	17.7280799125427	19.3649467204633	20.8762472595224	17.1720639129401	18.922659462732	17.1300313830637	16.5673423024943	22.9306789164892	19.1497119747047	23.0053275257893	19.7938094956883	19.2850540463623	19.2892216156977	21.2781074794468	18.8504710279505	19.4651950796046	18.2537049678717	0	14.030908937258	24.289403452169	22.6024628057003	18.5435411519938	18.93054707099	15.8690972247632	10.6329274911931	17.8237736411503	21.7663775180636	19.8826703309802	20.2467637458747	19.5554513035058	16.1996114012163	20.1240867720385	21.5945641217689	22.1816469917903	21.0170658927844	18.5613071828486	18.2193273024494	17.5316051345872	22.8490377570539
A1E09F2.mp.profile	16.0984703696744	18.7044731301351	15.3691888962079	15.9225910427488	19.9639452591884	16.7024640372143	14.2946446631833	17.442098656467	16.8572961565513	16.47430578269	18.1063432547704	20.0979956306888	18.0403440701008	19.1104233672382	12.6267302159873	12.9235227260952	21.9034480478739	18.2840767019912	22.7150996266091	18.7366023103738	16.2941000034427	16.1249912252258	17.3748499827899	15.8295642959203	16.6824686446651	13.6263264375317	14.030908937258	0	21.6589769308232	18.4294480650629	18.2631577550622	16.322579137011	10.35458922954	12.853738787796	14.9388465514777	19.4784829266785	17.0623844247401	18.3261764994075	16.7758055288006	13.3237350745472	17.8253256850982	18.3788301197399	18.6296497008942	17.4393565927826	16.7367467407694	16.2906174289109	18.0248632210836	20.9916520576405
A1E09M01.mp.profile	20.9221197940313	21.9729171306886	21.4009539874577	21.321185054054	19.2710208898136	19.9461692823877	20.9768493228477	23.0506717628204	21.67539233876	21.4247412394984	23.663400856509	21.050214556077	24.8966312900311	25.1525033147906	23.2105862631011	23.2723709516528	22.0473938390962	17.8661612116158	19.192796287773	19.625020980439	20.0609624462933	19.5760160837927	21.9320629652105	19.5492075460873	21.4082051499525	22.1418874157725	24.289403452169	21.6589769308232	0	13.2586960698784	21.3922767091061	18.5422184230467	21.0727004640742	24.3903326478045	21.1277643048572	20.2748558759004	20.6525272519648	18.1498032356355	18.6474591542197	18.4208621497229	21.3681716022663	20.3143971648364	20.3961728410094	19.4059240934313	18.8961633697763	21.8731609117601	23.7510601531117	21.1547835275741
A1E09M02.mp.profile	18.9634408450892	19.4283209734401	18.6743142378737	19.1571007202149	18.3319425298309	18.1029600989902	18.9452282564362	22.4105555472215	18.4701421438665	18.6118447962721	22.6761840973027	21.6275128428334	23.7963093339181	23.7493698381411	20.3753806909737	21.0081830633112	21.9858591502789	17.8597824864216	20.8178589895158	19.8763816661979	16.3733331285228	15.907140124311	20.4338192155497	17.8315276521794	20.2684417864643	19.3826043560771	22.6024628057003	18.4294480650629	13.2586960698784	0	19.7994971899713	16.7405692506252	18.4482386920138	23.0870392619775	18.8978181838471	20.8517623359304	19.6066333550073	18.5188085955909	18.3446209067745	16.0519393814144	20.4490824202362	17.4408624697657	17.4907958837137	16.0047730020319	17.371756792459	20.9536349523379	23.1384179597179	21.6760770833391
A1E09M06.mp.profile	16.5939134532293	18.8732513332852	16.0709357589176	19.6069658702436	19.0564736066089	16.1105515182194	15.4007070850268	18.7989462166197	17.7613459767428	16.5893416555866	20.3188481921996	21.1136521350921	22.5824151743009	22.4338586848336	19.3600355960176	19.8635830506206	21.3346688579954	17.3134296582265	21.4239775045606	16.6599590850417	15.6983453716644	16.7929837230967	21.4961520356345	18.118729726094	18.8532318671377	19.9103807266028	18.5435411519938	18.2631577550622	21.3922767091061	19.7994971899713	0	16.2267056362752	17.0833124645518	19.0517817800195	16.3046177486424	18.4064470357282	15.7697950290177	15.7150930048519	17.0355803203531	14.7405423632745	17.4137080975265	20.9735923719464	20.4895443139139	16.9937068916841	17.0988787011044	16.8957666818367	21.8543617815071	20.7141824613446
