A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
A1E04M07.mp.profile	0.286472642705472	0.271016009347599	0.287437885024846	0.306884965344248	0.434696971734849	0.261709752341951	0.452767582084863	0.438316168505149	0.268571536571423	0.261574463078723	0.302753639449272	0.501088024727994	0.534816339555098	0.592388061141791	0.569753756975375	0.548199154819915	0.596344281645073	0.417712503800624	0.522315371652694	0.393219930339004	0	0.165535216553522	0.435561769331469	0.273612772638723	0.297987270201273	0.470579379413093	0.585204582959083	0.603306899173275	0.471439652856035	0.4070714	0.3012337	0.317718104684569	0.549823112544222	0.580882504779374	0.509227249077275	0.490931776360234	0.382179023564195	0.463008007398399	0.453255936686016	0.567505464874181	0.356892367844618	0.3582304	0.324633635073273	0.315947694784309	0.471124579331313	0.318220034088998	0.600537480026874	0.481536825923158
A1E04M08.mp.profile	0.24373494874699	0.200013700003425	0.2098332	0.293800482210217	0.448694051912323	0.238898343339006	0.458213464553366	0.447060044706005	0.245908536067988	0.258086366138865	0.285806957161391	0.517897127684569	0.525134852513485	0.616020104005026	0.542564371282185	0.543573871786935	0.669566916521654	0.440969072048454	0.572703093175774	0.429978300492405	0.165535216553522	0	0.388363038836304	0.282953584886076	0.316331394899419	0.422409155602289	0.569358813871763	0.57625693643854	0.486761946028584	0.423870469548188	0.356395642558257	0.364149536414954	0.548306732246009	0.550978032646704	0.515189454556836	0.581461695365424	0.405230781046156	0.537469907493981	0.540244531036679	0.571202792800698	0.419148038616617	0.341042536417015	0.300112260022452	0.340568038397627	0.505897176474294	0.325023563758247	0.612336925551616	0.54486474070266
A1E04P1.mp.profile	0.483544803291039	0.429732185540172	0.308212176715129	0.521827176091359	0.597298779864939	0.453472690694538	0.688825546676168	0.724953582513925	0.401944829902758	0.412441770622089	0.441544011691198	0.652912186771954	0.414226575732027	0.690592346411148	0.418194041819404	0.436512743651275	0.739176117370747	0.636727227145469	0.73537433969385	0.569924721503764	0.435561769331469	0.388363038836304	0	0.371421862857814	0.411282358871764	0.153324027001396	0.592565381486924	0.43841204039699	0.704897529510247	0.6584054	0.5184884	0.517649344705197	0.428010342997414	0.51141892214527	0.725133527486648	0.717424242386364	0.588562882287424	0.660416067916787	0.690732377316906	0.728103940784409	0.503081475154074	0.5509183	0.543070991385801	0.537836361350908	0.643998953400157	0.370455431477228	0.592690179634509	0.739296713035164
A1E04P2.mp.profile	0.4116464	0.354414567720728	0.350023929995214	0.411339252834813	0.484023371005843	0.282282212912886	0.479630173981509	0.497480450251955	0.361941904291286	0.377389644347411	0.3383221	0.546347322682634	0.606561539343846	0.711185885559294	0.601686680506004	0.624181087254326	0.68686287828428	0.423839686424047	0.575390978769549	0.466990120048518	0.273612772638723	0.282953584886076	0.371421862857814	0	0.168518416851842	0.385055269252764	0.5891993	0.614151619292419	0.517098051709805	0.469113093822619	0.382041276408255	0.385437761456224	0.646852117657394	0.610034919498254	0.453404445340445	0.563144178157209	0.4126131	0.5380734	0.498001425099929	0.539987976999399	0.362192340548085	0.356643271328654	0.3276912	0.378253289126645	0.505352875267644	0.345735501860325	0.689659522414881	0.499853624978044
A1E04P3.mp.profile	0.4206419	0.364174168208708	0.395600420879916	0.385371346342836	0.503765175941294	0.324039429615772	0.481765574088279	0.454866954513305	0.386849708027456	0.384303546075886	0.3130563	0.549729422513529	0.568182743181726	0.661454183072709	0.579385573815671	0.586866776060032	0.599612500096875	0.363382995492551	0.523321176166059	0.406038510905776	0.297987270201273	0.316331394899419	0.411282358871764	0.168518416851842	0	0.404587970229398	0.5494796	0.583362820831859	0.538982553898256	0.48569339713868	0.395768379153676	0.389497261050274	0.642091617895419	0.576866921156654	0.486723848672385	0.559787277989363	0.424370200000001	0.5149054	0.504410724779464	0.579644278982214	0.325268231317058	0.351539170307834	0.3823629	0.410102605051302	0.466310873315543	0.332819699922955	0.652901513225378	0.487818323172749
A1E04P4.mp.profile	0.494134625293269	0.4462644	0.343423164144209	0.525260905052181	0.607298921459784	0.501196425418749	0.6690004	0.687283846907423	0.428949242894924	0.431221786244357	0.438906828054659	0.660522633947736	0.414893287766007	0.709459	0.407250751812688	0.44377796094449	0.740793377761986	0.609320778135844	0.7305454	0.558594255859426	0.470579379413093	0.422409155602289	0.153324027001396	0.385055269252764	0.404587970229398	0	0.597309820134509	0.428045457195454	0.70722978536149	0.687800653170098	0.54018653102798	0.520426171936074	0.427647857235214	0.513689048631095	0.695879684793984	0.6902838	0.574569521271523	0.652580817370959	0.660640933935906	0.7576935	0.49882579976516	0.589388938408341	0.580639820968008	0.559811501915176	0.6573466	0.368433936843394	0.595301519060304	0.711991071199107
A1E09F1.mp.profile	0.609792439020756	0.596154420192279	0.591028822691353	0.57396493609474	0.707564856134728	0.631395989418797	0.846352107682395	0.774981145003771	0.582873479143674	0.523181628477244	0.519229748077025	0.604421559336766	0.357285428542914	0.467736626613168	0.455899191179838	0.414107082821417	0.740016290994298	0.702936174265956	0.750084712495765	0.68221498411075	0.585204582959083	0.569358813871763	0.592565381486924	0.5891993	0.5494796	0.597309820134509	0	0.392880791067881	0.7622932	0.745948174594817	0.594156959415697	0.570580485883903	0.482250977662354	0.181465122780232	0.8719075	0.764279111786045	0.721641027835897	0.746013325398668	0.756018936597159	0.903169504841525	0.622654443398167	0.654957165495717	0.705122229487777	0.68807767523107	0.678785216060739	0.560909778045489	0.406477810971672	0.783602589180129
A1E09F2.mp.profile	0.617947457307881	0.597834640216536	0.471154385095965	0.602106160210616	0.745399374539937	0.653687413421854	0.848621115137888	0.83093284226679	0.5738718	0.564650056465006	0.536950669457399	0.679545164090967	0.263173184206704	0.567888243211175	0.229086084362913	0.228528684279303	0.807707476917009	0.77815946655216	0.830567616943238	0.7395407	0.603306899173275	0.57625693643854	0.43841204039699	0.614151619292419	0.583362820831859	0.428045457195454	0.392880791067881	0	0.815323109233845	0.795154489757725	0.652947382647369	0.627929693017577	0.267699546460091	0.286525442694912	0.88101780594911	0.793616720638328	0.748224337766349	0.782852632572105	0.789424242115152	0.901502009849799	0.670189567018957	0.686781884339095	0.740516138922579	0.739516608830813	0.742611025738897	0.5782135	0.463424246342425	0.8263346
A1E09M01.mp.profile	0.5222279	0.507042175352109	0.605592878881425	0.51871587967897	0.369020942255235	0.482194592877837	0.557462377873119	0.500657049934295	0.58770113815517	0.588319097079774	0.5944113	0.626597618670118	0.727701327229867	0.683014784150739	0.748424624527387	0.744865923459777	0.604955898761025	0.385077492238376	0.479234773961739	0.422388713358307	0.471439652856035	0.486761946028584	0.704897529510247	0.517098051709805	0.538982553898256	0.70722978536149	0.7622932	0.815323109233845	0	0.316530063306013	0.588435917687184	0.565378343462165	0.79114361044282	0.794647210267639	0.533456953345696	0.492824274641214	0.469679	0.4940153	0.490985325450734	0.670225783511289	0.540360685090171	0.468486393697279	0.3940027	0.427757313878657	0.511159275557964	0.567996235199435	0.719702529925632	0.473981721097258
A1E09M02.mp.profile	0.493577449357745	0.484402222660333	0.563442643655735	0.485436619902817	0.413908594868009	0.417584908792454	0.440008616001292	0.4901631	0.540887685221921	0.538502538475888	0.542904954290495	0.633686281684314	0.7401575	0.699838154975724	0.75064060025624	0.733029893211957	0.629485655577151	0.469665426516729	0.55668773350316	0.502575675643918	0.4070714	0.423870469548188	0.6584054	0.469113093822619	0.48569339713868	0.687800653170098	0.745948174594817	0.795154489757725	0.316530063306013	0	0.516762055028616	0.5265665	0.76868558843428	0.787498189374909	0.49177529835506	0.530169529525429	0.510188451018845	0.494899849489985	0.511876375593819	0.472162120824318	0.531080935878327	0.438065731419719	0.344212834421284	0.376946426167856	0.484624922693738	0.542634585658646	0.71589060056171	0.534359583589896
A1E09M06.mp.profile	0.415140641514064	0.388260508239076	0.374252062574794	0.463699712294899	0.479842417944846	0.434134617067309	0.494300424145064	0.4617819	0.341604335401084	0.274700746145261	0.383314538331454	0.511913175595659	0.6180941	0.666202049930308	0.670735168294067	0.62792045116818	0.588413461737981	0.458994627050269	0.558094033714105	0.412482453120614	0.3012337	0.356395642558257	0.5184884	0.382041276408255	0.395768379153676	0.54018653102798	0.594156959415697	0.652947382647369	0.588435917687184	0.516762055028616	0	0.2788711	0.616692780834639	0.615410680770534	0.48593669718734	0.460628819094323	0.387019738701974	0.433483243348324	0.437378571868929	0.594171239125686	0.359666475883267	0.44791463437439	0.457429645742965	0.418565651139391	0.504588925688339	0.359606139901535	0.644175775461521	0.501921975480494
